statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case either that the city of Barranquilla is in Colombia or that the city of Zhangjiagang is in Mexico.,1,The city of Barranquilla is in Colombia.,1,Barranquilla,Colombia,Colombia,The city of Zhangjiagang is in Mexico.,0,Zhangjiagang,Mexico,China
It is the case either that the city of Haiphong is in Vietnam or that the city of Feira de Santana is in China.,1,The city of Haiphong is in Vietnam.,1,Haiphong,Viet Nam,Viet Nam,The city of Feira de Santana is in China.,0,Feira de Santana,China,Brazil
It is the case either that the city of Surakarta is in Indonesia or that the city of Xianyang is in Turkey.,1,The city of Surakarta is in Indonesia.,1,Surakarta,Indonesia,Indonesia,The city of Xianyang is in Turkey.,0,Xianyang,Turkey,China
It is the case either that the city of Kigali is in Rwanda or that the city of Tangier is in Brazil.,1,The city of Kigali is in Rwanda.,1,Kigali,Rwanda,Rwanda,The city of Tangier is in Brazil.,0,Tangier,Brazil,Morocco
It is the case either that the city of Belo Horizonte is in Brazil or that the city of Guankou is in Saudi Arabia.,1,The city of Belo Horizonte is in Brazil.,1,Belo Horizonte,Brazil,Brazil,The city of Guankou is in Saudi Arabia.,0,Guankou,Saudi Arabia,China
It is the case either that the city of Bijie is in China or that the city of Xinyang is in Armenia.,1,The city of Bijie is in China.,1,Bijie,China,China,The city of Xinyang is in Armenia.,0,Xinyang,Armenia,China
It is the case either that the city of Solapur is in India or that the city of Baku is in China.,1,The city of Solapur is in India.,1,Solapur,India,India,The city of Baku is in China.,0,Baku,China,Azerbaijan
It is the case either that the city of Samarkand is in Uzbekistan or that the city of Al Basrah al Qadimah is in Turkmenistan.,1,The city of Samarkand is in Uzbekistan.,1,Samarkand,Uzbekistan,Uzbekistan,The city of Al Basrah al Qadimah is in Turkmenistan.,0,Al Basrah al Qadimah,Turkmenistan,Iraq
It is the case either that the city of Shangyu is in China or that the city of Antalya is in Italy.,1,The city of Shangyu is in China.,1,Shangyu,China,China,The city of Antalya is in Italy.,0,Antalya,Italy,Turkey
It is the case either that the city of Brazzaville is in the Republic of the Congo or that the city of Iztapalapa is in Indonesia.,1,The city of Brazzaville is in the Republic of the Congo.,1,Brazzaville,Congo,Congo,The city of Iztapalapa is in Indonesia.,0,Iztapalapa,Indonesia,Mexico
It is the case either that the city of Tiruchirappalli is in India or that the city of Nanning is in the United States.,1,The city of Tiruchirappalli is in India.,1,Tiruchirappalli,India,India,The city of Nanning is in the United States.,0,Nanning,United States,China
It is the case either that the city of Guatemala City is in Guatemala or that the city of Ulhasnagar is in Germany.,1,The city of Guatemala City is in Guatemala.,1,Guatemala City,Guatemala,Guatemala,The city of Ulhasnagar is in Germany.,0,Ulhasnagar,Germany,India
It is the case either that the city of Antwerpen is in Belgium or that the city of Najafgarh is in China.,1,The city of Antwerpen is in Belgium.,1,Antwerpen,Belgium,Belgium,The city of Najafgarh is in China.,0,Najafgarh,China,India
It is the case either that the city of Cixi is in China or that the city of Shanghai is in Jordan.,1,The city of Cixi is in China.,1,Cixi,China,China,The city of Shanghai is in Jordan.,0,Shanghai,Jordan,China
It is the case either that the city of Longyan is in China or that the city of Paranaque City is in India.,1,The city of Longyan is in China.,1,Longyan,China,China,The city of Paranaque City is in India.,0,Paranaque City,India,Philippines
It is the case either that the city of E'zhou is in China or that the city of Zhoushan is in South Korea.,1,The city of E'zhou is in China.,1,E'zhou,China,China,The city of Zhoushan is in South Korea.,0,Zhoushan,"Korea, Republic of",China
It is the case either that the city of Bareilly is in India or that the city of Shaoxing is in Pakistan.,1,The city of Bareilly is in India.,1,Bareilly,India,India,The city of Shaoxing is in Pakistan.,0,Shaoxing,Pakistan,China
It is the case either that the city of Prayagraj is in India or that the city of Xuzhou is in India.,1,The city of Prayagraj is in India.,1,Prayagraj,India,India,The city of Xuzhou is in India.,0,Xuzhou,India,China
It is the case either that the city of Pyongyang is in North Korea or that the city of Tehran is in China.,1,The city of Pyongyang is in North Korea.,1,Pyongyang,"Korea, Dem. People's Rep. of","Korea, Dem. People's Rep. of",The city of Tehran is in China.,0,Tehran,China,"Iran, Islamic Rep. of"
It is the case either that the city of Aleppo is in Syria or that the city of Xianning is in Brazil.,1,The city of Aleppo is in Syria.,1,Aleppo,Syrian Arab Republic,Syrian Arab Republic,The city of Xianning is in Brazil.,0,Xianning,Brazil,China
It is the case either that the city of Tehran is in Iran or that the city of Hefei is in the Dominican Republic.,1,The city of Tehran is in Iran.,1,Tehran,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Hefei is in the Dominican Republic.,0,Hefei,Dominican Republic,China
It is the case either that the city of Jambi City is in Indonesia or that the city of Warangal is in Japan.,1,The city of Jambi City is in Indonesia.,1,Jambi City,Indonesia,Indonesia,The city of Warangal is in Japan.,0,Warangal,Japan,India
It is the case either that the city of Ashgabat is in Turkmenistan or that the city of Beirut is in Japan.,1,The city of Ashgabat is in Turkmenistan.,1,Ashgabat,Turkmenistan,Turkmenistan,The city of Beirut is in Japan.,0,Beirut,Japan,Lebanon
It is the case either that the city of Heze is in China or that the city of Tiruppur is in China.,1,The city of Heze is in China.,1,Heze,China,China,The city of Tiruppur is in China.,0,Tiruppur,China,India
It is the case either that the city of Sharjah is in the United Arab Emirates or that the city of Luzhou is in Iraq.,1,The city of Sharjah is in the United Arab Emirates.,1,Sharjah,United Arab Emirates,United Arab Emirates,The city of Luzhou is in Iraq.,0,Luzhou,Iraq,China
It is the case either that the city of Chandigarh is in India or that the city of Budapest is in Japan.,1,The city of Chandigarh is in India.,1,Chandigarh,India,India,The city of Budapest is in Japan.,0,Budapest,Japan,Hungary
It is the case either that the city of Marrakesh is in Morocco or that the city of Bien Hoa is in Haiti.,1,The city of Marrakesh is in Morocco.,1,Marrakesh,Morocco,Morocco,The city of Bien Hoa is in Haiti.,0,Bien Hoa,Haiti,Viet Nam
It is the case either that the city of Jaboatao is in Brazil or that the city of Guang'an is in the United States.,1,The city of Jaboatao is in Brazil.,1,Jaboatao,Brazil,Brazil,The city of Guang'an is in the United States.,0,Guang'an,United States,China
It is the case either that the city of Santo Domingo Oeste is in the Dominican Republic or that the city of Duesseldorf is in Brazil.,1,The city of Santo Domingo Oeste is in the Dominican Republic.,1,Santo Domingo Oeste,Dominican Republic,Dominican Republic,The city of Duesseldorf is in Brazil.,0,Duesseldorf,Brazil,Germany
It is the case either that the city of Hiroshima is in Japan or that the city of Tokyo is in India.,1,The city of Hiroshima is in Japan.,1,Hiroshima,Japan,Japan,The city of Tokyo is in India.,0,Tokyo,India,Japan
It is the case either that the city of Pyongyang is in North Korea or that the city of Dandong is in India.,1,The city of Pyongyang is in North Korea.,1,Pyongyang,"Korea, Dem. People's Rep. of","Korea, Dem. People's Rep. of",The city of Dandong is in India.,0,Dandong,India,China
It is the case either that the city of Ulhasnagar is in India or that the city of Copenhagen is in China.,1,The city of Ulhasnagar is in India.,1,Ulhasnagar,India,India,The city of Copenhagen is in China.,0,Copenhagen,China,Denmark
It is the case either that the city of New York City is in the United States or that the city of Liaocheng is in Niger.,1,The city of New York City is in the United States.,1,New York City,United States,United States,The city of Liaocheng is in Niger.,0,Liaocheng,Niger,China
It is the case either that the city of Suizhou is in China or that the city of Xiaogan is in the Philippines.,1,The city of Suizhou is in China.,1,Suizhou,China,China,The city of Xiaogan is in the Philippines.,0,Xiaogan,Philippines,China
It is the case either that the city of Santiago de Queretaro is in Mexico or that the city of San Luis Potosi is in Saudi Arabia.,1,The city of Santiago de Queretaro is in Mexico.,1,Santiago de Queretaro,Mexico,Mexico,The city of San Luis Potosi is in Saudi Arabia.,0,San Luis Potosi,Saudi Arabia,Mexico
It is the case either that the city of Kagoshima is in Japan or that the city of Kinshasa is in Turkmenistan.,1,The city of Kagoshima is in Japan.,1,Kagoshima,Japan,Japan,The city of Kinshasa is in Turkmenistan.,0,Kinshasa,Turkmenistan,"Congo, Democratic Republic of the"
It is the case either that the city of Bijie is in China or that the city of Asyut is in China.,1,The city of Bijie is in China.,1,Bijie,China,China,The city of Asyut is in China.,0,Asyut,China,Egypt
It is the case either that the city of Jos is in Nigeria or that the city of Campos dos Goytacazes is in Saudi Arabia.,1,The city of Jos is in Nigeria.,1,Jos,Nigeria,Nigeria,The city of Campos dos Goytacazes is in Saudi Arabia.,0,Campos dos Goytacazes,Saudi Arabia,Brazil
It is the case either that the city of Yiwu is in China or that the city of Bhayandar is in Bangladesh.,1,The city of Yiwu is in China.,1,Yiwu,China,China,The city of Bhayandar is in Bangladesh.,0,Bhayandar,Bangladesh,India
It is the case either that the city of Guatemala City is in Guatemala or that the city of Navi Mumbai is in China.,1,The city of Guatemala City is in Guatemala.,1,Guatemala City,Guatemala,Guatemala,The city of Navi Mumbai is in China.,0,Navi Mumbai,China,India
It is the case either that the city of Jilin is in China or that the city of Busan is in China.,1,The city of Jilin is in China.,1,Jilin,China,China,The city of Busan is in China.,0,Busan,China,"Korea, Republic of"
It is the case either that the city of Kanayannur is in India or that the city of Cangzhou is in Ghana.,1,The city of Kanayannur is in India.,1,Kanayannur,India,India,The city of Cangzhou is in Ghana.,0,Cangzhou,Ghana,China
It is the case either that the city of Jambi City is in Indonesia or that the city of Sargodha is in India.,1,The city of Jambi City is in Indonesia.,1,Jambi City,Indonesia,Indonesia,The city of Sargodha is in India.,0,Sargodha,India,Pakistan
It is the case either that the city of Qinhuangdao is in China or that the city of Bangkok is in Benin.,1,The city of Qinhuangdao is in China.,1,Qinhuangdao,China,China,The city of Bangkok is in Benin.,0,Bangkok,Benin,Thailand
It is the case either that the city of Porto Alegre is in Brazil or that the city of Shizuoka is in Indonesia.,1,The city of Porto Alegre is in Brazil.,1,Porto Alegre,Brazil,Brazil,The city of Shizuoka is in Indonesia.,0,Shizuoka,Indonesia,Japan
It is the case either that the city of Hamhung is in North Korea or that the city of Dongying is in Afghanistan.,1,The city of Hamhung is in North Korea.,1,Hamhung,"Korea, Dem. People's Rep. of","Korea, Dem. People's Rep. of",The city of Dongying is in Afghanistan.,0,Dongying,Afghanistan,China
It is the case either that the city of Chandigarh is in India or that the city of Kumamoto is in Indonesia.,1,The city of Chandigarh is in India.,1,Chandigarh,India,India,The city of Kumamoto is in Indonesia.,0,Kumamoto,Indonesia,Japan
It is the case either that the city of Pyongyang is in North Korea or that the city of Mukalla is in India.,1,The city of Pyongyang is in North Korea.,1,Pyongyang,"Korea, Dem. People's Rep. of","Korea, Dem. People's Rep. of",The city of Mukalla is in India.,0,Mukalla,India,Yemen
It is the case either that the city of Meizhou is in China or that the city of Weifang is in Vietnam.,1,The city of Meizhou is in China.,1,Meizhou,China,China,The city of Weifang is in Vietnam.,0,Weifang,Viet Nam,China
It is the case either that the city of Malacca is in Malaysia or that the city of Marrakesh is in Ukraine.,1,The city of Malacca is in Malaysia.,1,Malacca,Malaysia,Malaysia,The city of Marrakesh is in Ukraine.,0,Marrakesh,Ukraine,Morocco
It is the case either that the city of Matsuyama is in Japan or that the city of Pikine is in China.,1,The city of Matsuyama is in Japan.,1,Matsuyama,Japan,Japan,The city of Pikine is in China.,0,Pikine,China,Senegal
It is the case either that the city of Nay Pyi Taw is in Myanmar or that the city of Wanning is in India.,1,The city of Nay Pyi Taw is in Myanmar.,1,Nay Pyi Taw,Myanmar,Myanmar,The city of Wanning is in India.,0,Wanning,India,China
It is the case either that the city of Zarqa is in Jordan or that the city of Weinan is in Egypt.,1,The city of Zarqa is in Jordan.,1,Zarqa,Jordan,Jordan,The city of Weinan is in Egypt.,0,Weinan,Egypt,China
It is the case either that the city of Zhuzhou is in China or that the city of Nizhniy Novgorod is in Colombia.,1,The city of Zhuzhou is in China.,1,Zhuzhou,China,China,The city of Nizhniy Novgorod is in Colombia.,0,Nizhniy Novgorod,Colombia,Russian Federation
It is the case either that the city of Rourkela is in India or that the city of Haiphong is in Pakistan.,1,The city of Rourkela is in India.,1,Rourkela,India,India,The city of Haiphong is in Pakistan.,0,Haiphong,Pakistan,Viet Nam
It is the case either that the city of Rohini is in India or that the city of Antalya is in Italy.,1,The city of Rohini is in India.,1,Rohini,India,India,The city of Antalya is in Italy.,0,Antalya,Italy,Turkey
It is the case either that the city of Guarulhos is in Brazil or that the city of Albuquerque is in the United Arab Emirates.,1,The city of Guarulhos is in Brazil.,1,Guarulhos,Brazil,Brazil,The city of Albuquerque is in the United Arab Emirates.,0,Albuquerque,United Arab Emirates,United States
It is the case either that the city of Macapa is in Brazil or that the city of Wenzhou is in Mauritania.,1,The city of Macapa is in Brazil.,1,Macapa,Brazil,Brazil,The city of Wenzhou is in Mauritania.,0,Wenzhou,Mauritania,China
It is the case either that the city of Malang is in Indonesia or that the city of Handan is in Iraq.,1,The city of Malang is in Indonesia.,1,Malang,Indonesia,Indonesia,The city of Handan is in Iraq.,0,Handan,Iraq,China
It is the case either that the city of Yibin is in China or that the city of San Miguel de Tucuman is in Sweden.,1,The city of Yibin is in China.,1,Yibin,China,China,The city of San Miguel de Tucuman is in Sweden.,0,San Miguel de Tucuman,Sweden,Argentina
It is the case either that the city of Kryvyy Rih is in Ukraine or that the city of Lilongwe is in China.,1,The city of Kryvyy Rih is in Ukraine.,1,Kryvyy Rih,Ukraine,Ukraine,The city of Lilongwe is in China.,0,Lilongwe,China,Malawi
It is the case either that the city of Chelyabinsk is in Russia or that the city of Ya'an is in Turkey.,1,The city of Chelyabinsk is in Russia.,1,Chelyabinsk,Russian Federation,Russian Federation,The city of Ya'an is in Turkey.,0,Ya'an,Turkey,China
It is the case either that the city of Zhaotong is in China or that the city of Tangerang is in China.,1,The city of Zhaotong is in China.,1,Zhaotong,China,China,The city of Tangerang is in China.,0,Tangerang,China,Indonesia
It is the case either that the city of Chaozhou is in China or that the city of Ningbo is in Vietnam.,1,The city of Chaozhou is in China.,1,Chaozhou,China,China,The city of Ningbo is in Vietnam.,0,Ningbo,Viet Nam,China
It is the case either that the city of Vijayawada is in India or that the city of Dar es Salaam is in Brazil.,1,The city of Vijayawada is in India.,1,Vijayawada,India,India,The city of Dar es Salaam is in Brazil.,0,Dar es Salaam,Brazil,"Tanzania, United Republic of"
It is the case either that the city of Shah Alam is in Malaysia or that the city of Omsk is in India.,1,The city of Shah Alam is in Malaysia.,1,Shah Alam,Malaysia,Malaysia,The city of Omsk is in India.,0,Omsk,India,Russian Federation
It is the case either that the city of Hangzhou is in China or that the city of Kuantan is in China.,1,The city of Hangzhou is in China.,1,Hangzhou,China,China,The city of Kuantan is in China.,0,Kuantan,China,Malaysia
It is the case either that the city of Tianshui is in China or that the city of Chizhou is in Vietnam.,1,The city of Tianshui is in China.,1,Tianshui,China,China,The city of Chizhou is in Vietnam.,0,Chizhou,Viet Nam,China
It is the case either that the city of Barquisimeto is in Venezuela or that the city of Cimahi is in Russia.,1,The city of Barquisimeto is in Venezuela.,1,Barquisimeto,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of",The city of Cimahi is in Russia.,0,Cimahi,Russian Federation,Indonesia
It is the case either that the city of Nizhniy Novgorod is in Russia or that the city of Kozhikode is in Mexico.,1,The city of Nizhniy Novgorod is in Russia.,1,Nizhniy Novgorod,Russian Federation,Russian Federation,The city of Kozhikode is in Mexico.,0,Kozhikode,Mexico,India
It is the case either that the city of Esenler is in Turkey or that the city of Bhilai is in China.,1,The city of Esenler is in Turkey.,1,Esenler,Turkey,Turkey,The city of Bhilai is in China.,0,Bhilai,China,India
It is the case either that the city of Longyan is in China or that the city of Theni is in China.,1,The city of Longyan is in China.,1,Longyan,China,China,The city of Theni is in China.,0,Theni,China,India
It is the case either that the city of Jalandhar is in India or that the city of Changshu is in South Africa.,1,The city of Jalandhar is in India.,1,Jalandhar,India,India,The city of Changshu is in South Africa.,0,Changshu,South Africa,China
It is the case either that the city of Xinyang is in China or that the city of Erzurum is in Russia.,1,The city of Xinyang is in China.,1,Xinyang,China,China,The city of Erzurum is in Russia.,0,Erzurum,Russian Federation,Turkey
It is the case either that the city of Anshan is in China or that the city of Tiruchirappalli is in China.,1,The city of Anshan is in China.,1,Anshan,China,China,The city of Tiruchirappalli is in China.,0,Tiruchirappalli,China,India
It is the case either that the city of Rizhao is in China or that the city of Laibin is in Denmark.,1,The city of Rizhao is in China.,1,Rizhao,China,China,The city of Laibin is in Denmark.,0,Laibin,Denmark,China
It is the case either that the city of Matola is in Mozambique or that the city of Khulna is in India.,1,The city of Matola is in Mozambique.,1,Matola,Mozambique,Mozambique,The city of Khulna is in India.,0,Khulna,India,Bangladesh
It is the case either that the city of Pontianak is in Indonesia or that the city of Amman is in Kazakhstan.,1,The city of Pontianak is in Indonesia.,1,Pontianak,Indonesia,Indonesia,The city of Amman is in Kazakhstan.,0,Amman,Kazakhstan,Jordan
It is the case either that the city of Nampula is in Mozambique or that the city of San Pedro Sula is in China.,1,The city of Nampula is in Mozambique.,1,Nampula,Mozambique,Mozambique,The city of San Pedro Sula is in China.,0,San Pedro Sula,China,Honduras
It is the case either that the city of Erbil is in Iraq or that the city of Jeonju is in Sweden.,1,The city of Erbil is in Iraq.,1,Erbil,Iraq,Iraq,The city of Jeonju is in Sweden.,0,Jeonju,Sweden,"Korea, Republic of"
It is the case either that the city of Ya'an is in China or that the city of Yaroslavl is in Nigeria.,1,The city of Ya'an is in China.,1,Ya'an,China,China,The city of Yaroslavl is in Nigeria.,0,Yaroslavl,Nigeria,Russian Federation
It is the case either that the city of Yaroslavl is in Russia or that the city of Vilnius is in Mexico.,1,The city of Yaroslavl is in Russia.,1,Yaroslavl,Russian Federation,Russian Federation,The city of Vilnius is in Mexico.,0,Vilnius,Mexico,Lithuania
It is the case either that the city of Chengdu is in China or that the city of Makassar is in China.,1,The city of Chengdu is in China.,1,Chengdu,China,China,The city of Makassar is in China.,0,Makassar,China,Indonesia
It is the case either that the city of Casablanca is in Morocco or that the city of Minsk is in China.,1,The city of Casablanca is in Morocco.,1,Casablanca,Morocco,Morocco,The city of Minsk is in China.,0,Minsk,China,Belarus
It is the case either that the city of Port-au-Prince is in Haiti or that the city of N'Djamena is in China.,1,The city of Port-au-Prince is in Haiti.,1,Port-au-Prince,Haiti,Haiti,The city of N'Djamena is in China.,0,N'Djamena,China,Chad
It is the case either that the city of Anyang-si is in South Korea or that the city of Sanmenxia is in Turkey.,1,The city of Anyang-si is in South Korea.,1,Anyang-si,"Korea, Republic of","Korea, Republic of",The city of Sanmenxia is in Turkey.,0,Sanmenxia,Turkey,China
It is the case either that the city of Bishkek is in Kyrgyzstan or that the city of Kampala is in the United States.,1,The city of Bishkek is in Kyrgyzstan.,1,Bishkek,Kyrgyzstan,Kyrgyzstan,The city of Kampala is in the United States.,0,Kampala,United States,Uganda
It is the case either that the city of Karachi is in Pakistan or that the city of Cimahi is in Russia.,1,The city of Karachi is in Pakistan.,1,Karachi,Pakistan,Pakistan,The city of Cimahi is in Russia.,0,Cimahi,Russian Federation,Indonesia
It is the case either that the city of Kahriz is in Iran or that the city of Fuxin is in Malaysia.,1,The city of Kahriz is in Iran.,1,Kahriz,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Fuxin is in Malaysia.,0,Fuxin,Malaysia,China
It is the case either that the city of Chandigarh is in India or that the city of Astrakhan is in Saudi Arabia.,1,The city of Chandigarh is in India.,1,Chandigarh,India,India,The city of Astrakhan is in Saudi Arabia.,0,Astrakhan,Saudi Arabia,Russian Federation
It is the case either that the city of Klang is in Malaysia or that the city of Recife is in Venezuela.,1,The city of Klang is in Malaysia.,1,Klang,Malaysia,Malaysia,The city of Recife is in Venezuela.,0,Recife,"Venezuela, Bolivarian Rep. of",Brazil
It is the case either that the city of Thiruvananthapuram is in India or that the city of Mogadishu is in Indonesia.,1,The city of Thiruvananthapuram is in India.,1,Thiruvananthapuram,India,India,The city of Mogadishu is in Indonesia.,0,Mogadishu,Indonesia,Somalia
It is the case either that the city of Porto Velho is in Brazil or that the city of Erode is in Japan.,1,The city of Porto Velho is in Brazil.,1,Porto Velho,Brazil,Brazil,The city of Erode is in Japan.,0,Erode,Japan,India
It is the case either that the city of Goeteborg is in Sweden or that the city of Peshawar is in Paraguay.,1,The city of Goeteborg is in Sweden.,1,Goeteborg,Sweden,Sweden,The city of Peshawar is in Paraguay.,0,Peshawar,Paraguay,Pakistan
It is the case either that the city of Porto Alegre is in Brazil or that the city of Suwon is in China.,1,The city of Porto Alegre is in Brazil.,1,Porto Alegre,Brazil,Brazil,The city of Suwon is in China.,0,Suwon,China,"Korea, Republic of"
It is the case either that the city of Amman is in Kazakhstan or that the city of Antwerpen is in Belgium.,1,The city of Amman is in Kazakhstan.,0,Amman,Kazakhstan,Jordan,The city of Antwerpen is in Belgium.,1,Antwerpen,Belgium,Belgium
It is the case either that the city of Vadodara is in Brazil or that the city of San Miguel de Tucuman is in Argentina.,1,The city of Vadodara is in Brazil.,0,Vadodara,Brazil,India,The city of San Miguel de Tucuman is in Argentina.,1,San Miguel de Tucuman,Argentina,Argentina
It is the case either that the city of Thuan An is in China or that the city of Tiruppur is in India.,1,The city of Thuan An is in China.,0,Thuan An,China,Viet Nam,The city of Tiruppur is in India.,1,Tiruppur,India,India
It is the case either that the city of Saitama is in China or that the city of Zaria is in Nigeria.,1,The city of Saitama is in China.,0,Saitama,China,Japan,The city of Zaria is in Nigeria.,1,Zaria,Nigeria,Nigeria
It is the case either that the city of Beijing is in Mozambique or that the city of Abidjan is in Côte d'Ivoire.,1,The city of Beijing is in Mozambique.,0,Beijing,Mozambique,China,The city of Abidjan is in Côte d'Ivoire.,1,Abidjan,Côte d'Ivoire,Côte d'Ivoire
It is the case either that the city of Lubumbashi is in Cambodia or that the city of Kobe is in Japan.,1,The city of Lubumbashi is in Cambodia.,0,Lubumbashi,Cambodia,"Congo, Democratic Republic of the",The city of Kobe is in Japan.,1,Kobe,Japan,Japan
It is the case either that the city of Dombivli is in Mozambique or that the city of Jaboatao is in Brazil.,1,The city of Dombivli is in Mozambique.,0,Dombivli,Mozambique,India,The city of Jaboatao is in Brazil.,1,Jaboatao,Brazil,Brazil
It is the case either that the city of Tanggu is in Japan or that the city of Porto Alegre is in Brazil.,1,The city of Tanggu is in Japan.,0,Tanggu,Japan,China,The city of Porto Alegre is in Brazil.,1,Porto Alegre,Brazil,Brazil
It is the case either that the city of N'Djamena is in China or that the city of Jiujiang is in China.,1,The city of N'Djamena is in China.,0,N'Djamena,China,Chad,The city of Jiujiang is in China.,1,Jiujiang,China,China
It is the case either that the city of Bokaro is in China or that the city of Dombivli is in India.,1,The city of Bokaro is in China.,0,Bokaro,China,India,The city of Dombivli is in India.,1,Dombivli,India,India
It is the case either that the city of Harare is in Russia or that the city of Krasnodar is in Russia.,1,The city of Harare is in Russia.,0,Harare,Russian Federation,Zimbabwe,The city of Krasnodar is in Russia.,1,Krasnodar,Russian Federation,Russian Federation
It is the case either that the city of Lanzhou is in Russia or that the city of Salta is in Argentina.,1,The city of Lanzhou is in Russia.,0,Lanzhou,Russian Federation,China,The city of Salta is in Argentina.,1,Salta,Argentina,Argentina
It is the case either that the city of Mandalay is in China or that the city of Mukalla is in Yemen.,1,The city of Mandalay is in China.,0,Mandalay,China,Myanmar,The city of Mukalla is in Yemen.,1,Mukalla,Yemen,Yemen
It is the case either that the city of Yongzhou is in Iran or that the city of Chiclayo is in Peru.,1,The city of Yongzhou is in Iran.,0,Yongzhou,"Iran, Islamic Rep. of",China,The city of Chiclayo is in Peru.,1,Chiclayo,Peru,Peru
It is the case either that the city of Boumerdes is in China or that the city of Guigang is in China.,1,The city of Boumerdes is in China.,0,Boumerdes,China,Algeria,The city of Guigang is in China.,1,Guigang,China,China
It is the case either that the city of Kashgar is in Poland or that the city of Weifang is in China.,1,The city of Kashgar is in Poland.,0,Kashgar,Poland,China,The city of Weifang is in China.,1,Weifang,China,China
It is the case either that the city of Kaduna is in Turkey or that the city of Aligarh is in India.,1,The city of Kaduna is in Turkey.,0,Kaduna,Turkey,Nigeria,The city of Aligarh is in India.,1,Aligarh,India,India
It is the case either that the city of Tianjin is in India or that the city of Izhevsk is in Russia.,1,The city of Tianjin is in India.,0,Tianjin,India,China,The city of Izhevsk is in Russia.,1,Izhevsk,Russian Federation,Russian Federation
"It is the case either that the city of Ahvaz is in the Philippines or that the city of Mianzhu, Deyang, Sichuan is in China.",1,The city of Ahvaz is in the Philippines.,0,Ahvaz,Philippines,"Iran, Islamic Rep. of","The city of Mianzhu, Deyang, Sichuan is in China.",1,"Mianzhu, Deyang, Sichuan",China,China
It is the case either that the city of Port Said is in Burundi or that the city of Binzhou is in China.,1,The city of Port Said is in Burundi.,0,Port Said,Burundi,Egypt,The city of Binzhou is in China.,1,Binzhou,China,China
It is the case either that the city of Krasnodar is in India or that the city of Bengbu is in China.,1,The city of Krasnodar is in India.,0,Krasnodar,India,Russian Federation,The city of Bengbu is in China.,1,Bengbu,China,China
It is the case either that the city of San Luis Potosi is in Saudi Arabia or that the city of Ahmedabad is in India.,1,The city of San Luis Potosi is in Saudi Arabia.,0,San Luis Potosi,Saudi Arabia,Mexico,The city of Ahmedabad is in India.,1,Ahmedabad,India,India
It is the case either that the city of Londrina is in China or that the city of Laibin is in China.,1,The city of Londrina is in China.,0,Londrina,China,Brazil,The city of Laibin is in China.,1,Laibin,China,China
It is the case either that the city of Kandahar is in China or that the city of Bogor is in Indonesia.,1,The city of Kandahar is in China.,0,Kandahar,China,Afghanistan,The city of Bogor is in Indonesia.,1,Bogor,Indonesia,Indonesia
It is the case either that the city of Wanning is in India or that the city of Ryazan' is in Russia.,1,The city of Wanning is in India.,0,Wanning,India,China,The city of Ryazan' is in Russia.,1,Ryazan',Russian Federation,Russian Federation
It is the case either that the city of Zhanjiang is in Algeria or that the city of Bujumbura is in Burundi.,1,The city of Zhanjiang is in Algeria.,0,Zhanjiang,Algeria,China,The city of Bujumbura is in Burundi.,1,Bujumbura,Burundi,Burundi
It is the case either that the city of Onitsha is in Zambia or that the city of Krasnodar is in Russia.,1,The city of Onitsha is in Zambia.,0,Onitsha,Zambia,Nigeria,The city of Krasnodar is in Russia.,1,Krasnodar,Russian Federation,Russian Federation
It is the case either that the city of Giza is in China or that the city of Comilla is in Bangladesh.,1,The city of Giza is in China.,0,Giza,China,Egypt,The city of Comilla is in Bangladesh.,1,Comilla,Bangladesh,Bangladesh
It is the case either that the city of Rangpur is in China or that the city of Kakamega is in Kenya.,1,The city of Rangpur is in China.,0,Rangpur,China,Bangladesh,The city of Kakamega is in Kenya.,1,Kakamega,Kenya,Kenya
It is the case either that the city of Caloocan City is in India or that the city of Esenler is in Turkey.,1,The city of Caloocan City is in India.,0,Caloocan City,India,Philippines,The city of Esenler is in Turkey.,1,Esenler,Turkey,Turkey
It is the case either that the city of Al Basrah al Qadimah is in Turkmenistan or that the city of Hannover is in Germany.,1,The city of Al Basrah al Qadimah is in Turkmenistan.,0,Al Basrah al Qadimah,Turkmenistan,Iraq,The city of Hannover is in Germany.,1,Hannover,Germany,Germany
It is the case either that the city of Al Mawsil al Jadidah is in Iran or that the city of Shiraz is in Iran.,1,The city of Al Mawsil al Jadidah is in Iran.,0,Al Mawsil al Jadidah,"Iran, Islamic Rep. of",Iraq,The city of Shiraz is in Iran.,1,Shiraz,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
It is the case either that the city of Xinyang is in Armenia or that the city of Jeddah is in Saudi Arabia.,1,The city of Xinyang is in Armenia.,0,Xinyang,Armenia,China,The city of Jeddah is in Saudi Arabia.,1,Jeddah,Saudi Arabia,Saudi Arabia
It is the case either that the city of Suining is in Bangladesh or that the city of Erzurum is in Turkey.,1,The city of Suining is in Bangladesh.,0,Suining,Bangladesh,China,The city of Erzurum is in Turkey.,1,Erzurum,Turkey,Turkey
