statement,label,city,country,correct_country,has_alice,has_not,xor
Alice: The city of Saint Petersburg is not in Canada.,1,Saint Petersburg,Canada,Russia,True,True,False
Alice: The city of Johannesburg is not in South Africa.,0,Johannesburg,South Africa,South Africa,True,True,False
Alice: The city of Wanzhou is not in India.,1,Wanzhou,India,China,True,True,False
Alice: The city of Anyang is not in Kuwait.,1,Anyang,Kuwait,China,True,True,False
Alice: The city of Meizhou is not in China.,0,Meizhou,China,China,True,True,False
Alice: The city of Yangjiang is not in China.,0,Yangjiang,China,China,True,True,False
Alice: The city of Beijing is not in China.,0,Beijing,China,China,True,True,False
Alice: The city of Beijing is not in Ghana.,1,Beijing,Ghana,China,True,True,False
Alice: The city of Shah Alam is not in Malaysia.,0,Shah Alam,Malaysia,Malaysia,True,True,False
Alice: The city of Vadodara is not in India.,0,Vadodara,India,India,True,True,False
Alice: The city of Vadodara is not in Russia.,1,Vadodara,Russia,India,True,True,False
Alice: The city of Sangli is not in Japan.,1,Sangli,Japan,India,True,True,False
Alice: The city of Prayagraj is not in India.,0,Prayagraj,India,India,True,True,False
Alice: The city of Prayagraj is not in Kenya.,1,Prayagraj,Kenya,India,True,True,False
Alice: The city of Aligarh is not in India.,0,Aligarh,India,India,True,True,False
Alice: The city of Aligarh is not in China.,1,Aligarh,China,India,True,True,False
Alice: The city of Kermanshah is not in Iran.,0,Kermanshah,Iran,Iran,True,True,False
Alice: The city of Kermanshah is not in China.,1,Kermanshah,China,Iran,True,True,False
Alice: The city of Semarang is not in Saudi Arabia.,1,Semarang,Saudi Arabia,Indonesia,True,True,False
Alice: The city of Khulna is not in Bangladesh.,0,Khulna,Bangladesh,Bangladesh,True,True,False
Alice: The city of Khulna is not in Japan.,1,Khulna,Japan,Bangladesh,True,True,False
Alice: The city of Zaozhuang is not in Belarus.,1,Zaozhuang,Belarus,China,True,True,False
Alice: The city of Xiamen is not in China.,0,Xiamen,China,China,True,True,False
Alice: The city of Xiamen is not in Pakistan.,1,Xiamen,Pakistan,China,True,True,False
Alice: The city of Shenzhen is not in Mexico.,1,Shenzhen,Mexico,China,True,True,False
Alice: The city of Maoming is not in Brazil.,1,Maoming,Brazil,China,True,True,False
Alice: The city of Anshun is not in China.,0,Anshun,China,China,True,True,False
Alice: The city of Anshun is not in Brazil.,1,Anshun,Brazil,China,True,True,False
Alice: The city of Shuangyashan is not in China.,0,Shuangyashan,China,China,True,True,False
Alice: The city of Shuangyashan is not in India.,1,Shuangyashan,India,China,True,True,False
Alice: The city of Jiamusi is not in Germany.,1,Jiamusi,Germany,China,True,True,False
Alice: The city of Lubumbashi is not in the Democratic Republic of the Congo.,0,Lubumbashi,the Democratic Republic of the Congo,the Democratic Republic of the Congo,True,True,False
Alice: The city of Lubumbashi is not in India.,1,Lubumbashi,India,the Democratic Republic of the Congo,True,True,False
Alice: The city of San Miguel de Tucuman is not in China.,1,San Miguel de Tucuman,China,Argentina,True,True,False
Alice: The city of Comilla is not in Bangladesh.,0,Comilla,Bangladesh,Bangladesh,True,True,False
Alice: The city of Comilla is not in China.,1,Comilla,China,Bangladesh,True,True,False
Alice: The city of Sao Bernardo do Campo is not in Zambia.,1,Sao Bernardo do Campo,Zambia,Brazil,True,True,False
Alice: The city of Feira de Santana is not in China.,1,Feira de Santana,China,Brazil,True,True,False
Alice: The city of Porto Alegre is not in Belarus.,1,Porto Alegre,Belarus,Brazil,True,True,False
Alice: The city of Juiz de Fora is not in Brazil.,0,Juiz de Fora,Brazil,Brazil,True,True,False
Alice: The city of Nagoya is not in Japan.,0,Nagoya,Japan,Japan,True,True,False
Alice: The city of Nagoya is not in China.,1,Nagoya,China,Japan,True,True,False
Alice: The city of Al Ahmadi is not in Kuwait.,0,Al Ahmadi,Kuwait,Kuwait,True,True,False
Alice: The city of Beirut is not in Algeria.,1,Beirut,Algeria,Lebanon,True,True,False
Alice: The city of Lilongwe is not in Malawi.,0,Lilongwe,Malawi,Malawi,True,True,False
Alice: The city of Lilongwe is not in Turkey.,1,Lilongwe,Turkey,Malawi,True,True,False
Alice: The city of Ecatepec de Morelos is not in Mexico.,0,Ecatepec de Morelos,Mexico,Mexico,True,True,False
Alice: The city of Cancun is not in Mexico.,0,Cancun,Mexico,Mexico,True,True,False
Alice: The city of Cancun is not in Myanmar.,1,Cancun,Myanmar,Mexico,True,True,False
Alice: The city of Petaling Jaya is not in Bosnia and Herzegovina.,1,Petaling Jaya,Bosnia and Herzegovina,Malaysia,True,True,False
Alice: The city of Zaria is not in India.,1,Zaria,India,Nigeria,True,True,False
Alice: The city of Cimahi is not in Indonesia.,0,Cimahi,Indonesia,Indonesia,True,True,False
Alice: The city of Cimahi is not in Germany.,1,Cimahi,Germany,Indonesia,True,True,False
Alice: The city of Arequipa is not in Peru.,0,Arequipa,Peru,Peru,True,True,False
Alice: The city of Arequipa is not in India.,1,Arequipa,India,Peru,True,True,False
Alice: The city of Multan is not in Pakistan.,0,Multan,Pakistan,Pakistan,True,True,False
Alice: The city of Bahcelievler is not in Turkey.,0,Bahcelievler,Turkey,Turkey,True,True,False
Alice: The city of Saratov is not in Russia.,0,Saratov,Russia,Russia,True,True,False
Alice: The city of Kharkiv is not in Ukraine.,0,Kharkiv,Ukraine,Ukraine,True,True,False
Alice: The city of Malatya is not in Turkey.,0,Malatya,Turkey,Turkey,True,True,False
Alice: The city of Malatya is not in Russia.,1,Malatya,Russia,Turkey,True,True,False
Alice: The city of Lviv is not in Ukraine.,0,Lviv,Ukraine,Ukraine,True,True,False
Alice: The city of Lviv is not in China.,1,Lviv,China,Ukraine,True,True,False
Alice: The city of Onitsha is not in Nigeria.,0,Onitsha,Nigeria,Nigeria,True,True,False
Alice: The city of Anyang-si is not in South Korea.,0,Anyang-si,South Korea,South Korea,True,True,False
Alice: The city of Anyang-si is not in Iraq.,1,Anyang-si,Iraq,South Korea,True,True,False
Alice: The city of Kobe is not in Japan.,0,Kobe,Japan,Japan,True,True,False
Alice: The city of Phnom Penh is not in Cambodia.,0,Phnom Penh,Cambodia,Cambodia,True,True,False
Alice: The city of Nouakchott is not in Mauritania.,0,Nouakchott,Mauritania,Mauritania,True,True,False
Alice: The city of Theni is not in India.,0,Theni,India,India,True,True,False
Alice: The city of Changshu is not in China.,0,Changshu,China,China,True,True,False
Alice: The city of Changshu is not in the Philippines.,1,Changshu,the Philippines,China,True,True,False
Alice: The city of Tehran is not in Niger.,1,Tehran,Niger,Iran,True,True,False
Alice: The city of Bayannur is not in China.,0,Bayannur,China,China,True,True,False
Alice: The city of Bayannur is not in Russia.,1,Bayannur,Russia,China,True,True,False
Alice: The city of Barranquilla is not in Colombia.,0,Barranquilla,Colombia,Colombia,True,True,False
Alice: The city of Barranquilla is not in Pakistan.,1,Barranquilla,Pakistan,Colombia,True,True,False
Alice: The city of Budapest is not in Iraq.,1,Budapest,Iraq,Hungary,True,True,False
Alice: The city of Pontianak is not in Indonesia.,0,Pontianak,Indonesia,Indonesia,True,True,False
Alice: The city of Pontianak is not in India.,1,Pontianak,India,Indonesia,True,True,False
Alice: The city of Recife is not in North Korea.,1,Recife,North Korea,Brazil,True,True,False
Alice: The city of Contagem is not in Brazil.,0,Contagem,Brazil,Brazil,True,True,False
Alice: The city of Contagem is not in Indonesia.,1,Contagem,Indonesia,Brazil,True,True,False
Alice: The city of Port Said is not in Egypt.,0,Port Said,Egypt,Egypt,True,True,False
Alice: The city of Asyut is not in Egypt.,0,Asyut,Egypt,Egypt,True,True,False
Alice: The city of Ziyang is not in China.,0,Ziyang,China,China,True,True,False
Alice: The city of Yinchuan is not in Bangladesh.,1,Yinchuan,Bangladesh,China,True,True,False
Alice: The city of Zhangjiagang is not in China.,0,Zhangjiagang,China,China,True,True,False
Alice: The city of Shanghai is not in China.,0,Shanghai,China,China,True,True,False
Alice: The city of Jieyang is not in the Philippines.,1,Jieyang,the Philippines,China,True,True,False
Alice: The city of Dandong is not in China.,0,Dandong,China,China,True,True,False
Alice: The city of Dandong is not in Niger.,1,Dandong,Niger,China,True,True,False
Alice: The city of Aden is not in Yemen.,0,Aden,Yemen,Yemen,True,True,False
Alice: The city of Aden is not in Japan.,1,Aden,Japan,Yemen,True,True,False
Alice: The city of Jaboatao is not in Brazil.,0,Jaboatao,Brazil,Brazil,True,True,False
Alice: The city of Aracaju is not in Brazil.,0,Aracaju,Brazil,Brazil,True,True,False
Alice: The city of Zigong is not in China.,0,Zigong,China,China,True,True,False
Alice: The city of Zigong is not in Turkey.,1,Zigong,Turkey,China,True,True,False
Alice: The city of Kunshan is not in Russia.,1,Kunshan,Russia,China,True,True,False
Alice: The city of Sanming is not in Bulgaria.,1,Sanming,Bulgaria,China,True,True,False
Alice: The city of Guang'an is not in Germany.,1,Guang'an,Germany,China,True,True,False
Alice: The city of Ma'anshan is not in China.,0,Ma'anshan,China,China,True,True,False
Alice: The city of Ma'anshan is not in India.,1,Ma'anshan,India,China,True,True,False
Alice: The city of Dongying is not in India.,1,Dongying,India,China,True,True,False
Alice: The city of Fushun is not in Mexico.,1,Fushun,Mexico,China,True,True,False
Alice: The city of Rajshahi is not in Bangladesh.,0,Rajshahi,Bangladesh,Bangladesh,True,True,False
Alice: The city of Rangpur is not in Bangladesh.,0,Rangpur,Bangladesh,Bangladesh,True,True,False
Alice: The city of Rangpur is not in Russia.,1,Rangpur,Russia,Bangladesh,True,True,False
Alice: The city of Dortmund is not in Germany.,0,Dortmund,Germany,Germany,True,True,False
Alice: The city of Detroit is not in the United States.,0,Detroit,the United States,the United States,True,True,False
Alice: The city of Latakia is not in Syria.,0,Latakia,Syria,Syria,True,True,False
Alice: The city of Latakia is not in Somalia.,1,Latakia,Somalia,Syria,True,True,False
Alice: The city of Ashgabat is not in Bangladesh.,1,Ashgabat,Bangladesh,Turkmenistan,True,True,False
Alice: The city of Maracaibo is not in Russia.,1,Maracaibo,Russia,Venezuela,True,True,False
Alice: The city of Erode is not in India.,0,Erode,India,India,True,True,False
Alice: The city of Mumbai is not in India.,0,Mumbai,India,India,True,True,False
Alice: The city of Nasiriyah is not in Rwanda.,1,Nasiriyah,Rwanda,Iraq,True,True,False
Alice: The city of Kahriz is not in Iran.,0,Kahriz,Iran,Iran,True,True,False
Alice: The city of Surakarta is not in Indonesia.,0,Surakarta,Indonesia,Indonesia,True,True,False
Alice: The city of Banjarmasin is not in Indonesia.,0,Banjarmasin,Indonesia,Indonesia,True,True,False
Alice: The city of Vladivostok is not in Russia.,0,Vladivostok,Russia,Russia,True,True,False
Alice: The city of Adana is not in Turkey.,0,Adana,Turkey,Turkey,True,True,False
Alice: The city of Adana is not in Togo.,1,Adana,Togo,Turkey,True,True,False
Alice: The city of Voronezh is not in Russia.,0,Voronezh,Russia,Russia,True,True,False
Alice: The city of Voronezh is not in Romania.,1,Voronezh,Romania,Russia,True,True,False
Alice: The city of Namangan is not in India.,1,Namangan,India,Uzbekistan,True,True,False
Alice: The city of Ordos is not in Brazil.,1,Ordos,Brazil,China,True,True,False
Alice: The city of Moradabad is not in India.,0,Moradabad,India,India,True,True,False
Alice: The city of Bengaluru is not in China.,1,Bengaluru,China,India,True,True,False
Alice: The city of Turin is not in Italy.,0,Turin,Italy,Italy,True,True,False
Alice: The city of Turin is not in China.,1,Turin,China,Italy,True,True,False
Alice: The city of Daejeon is not in South Korea.,0,Daejeon,South Korea,South Korea,True,True,False
Alice: The city of Battagram is not in Pakistan.,0,Battagram,Pakistan,Pakistan,True,True,False
Alice: The city of Battagram is not in Tanzania.,1,Battagram,Tanzania,Pakistan,True,True,False
Alice: The city of Yaounde is not in Cameroon.,0,Yaounde,Cameroon,Cameroon,True,True,False
Alice: The city of Zhangzhou is not in Nicaragua.,1,Zhangzhou,Nicaragua,China,True,True,False
Alice: The city of Sanya is not in China.,0,Sanya,China,China,True,True,False
Alice: The city of Foshan is not in China.,0,Foshan,China,China,True,True,False
Alice: The city of Sharjah is not in the United Arab Emirates.,0,Sharjah,the United Arab Emirates,the United Arab Emirates,True,True,False
Alice: The city of Guayaquil is not in China.,1,Guayaquil,China,Ecuador,True,True,False
Alice: The city of Koeln is not in Germany.,0,Koeln,Germany,Germany,True,True,False
Alice: The city of Koeln is not in Nigeria.,1,Koeln,Nigeria,Germany,True,True,False
Alice: The city of Nuernberg is not in Germany.,0,Nuernberg,Germany,Germany,True,True,False
Alice: The city of Nuernberg is not in China.,1,Nuernberg,China,Germany,True,True,False
Alice: The city of Zarqa is not in India.,1,Zarqa,India,Jordan,True,True,False
Alice: The city of Riga is not in Latvia.,0,Riga,Latvia,Latvia,True,True,False
Alice: The city of Gwalior is not in China.,1,Gwalior,China,India,True,True,False
Alice: The city of Kallakurichi is not in India.,0,Kallakurichi,India,India,True,True,False
Alice: The city of Kallakurichi is not in Iraq.,1,Kallakurichi,Iraq,India,True,True,False
Alice: The city of Bekasi is not in Indonesia.,0,Bekasi,Indonesia,Indonesia,True,True,False
Alice: The city of Johor Bahru is not in Cuba.,1,Johor Bahru,Cuba,Malaysia,True,True,False
Alice: The city of Urumqi is not in China.,0,Urumqi,China,China,True,True,False
Alice: The city of Urumqi is not in Vietnam.,1,Urumqi,Vietnam,China,True,True,False
Alice: The city of Nova Iguacu is not in India.,1,Nova Iguacu,India,Brazil,True,True,False
Alice: The city of Abeokuta is not in Nigeria.,0,Abeokuta,Nigeria,Nigeria,True,True,False
Alice: The city of Abeokuta is not in Mozambique.,1,Abeokuta,Mozambique,Nigeria,True,True,False
Alice: The city of Amman is not in Jordan.,0,Amman,Jordan,Jordan,True,True,False
Alice: The city of Amman is not in Malaysia.,1,Amman,Malaysia,Jordan,True,True,False
Alice: The city of Hachioji is not in Japan.,0,Hachioji,Japan,Japan,True,True,False
Alice: The city of Hachioji is not in Mexico.,1,Hachioji,Mexico,Japan,True,True,False
Alice: The city of Fukuoka is not in Japan.,0,Fukuoka,Japan,Japan,True,True,False
Alice: The city of Goyang-si is not in South Korea.,0,Goyang-si,South Korea,South Korea,True,True,False
Alice: The city of Meknes is not in China.,1,Meknes,China,Morocco,True,True,False
Alice: The city of Kalyan is not in South Korea.,1,Kalyan,South Korea,India,True,True,False
Alice: The city of Jaipur is not in India.,0,Jaipur,India,India,True,True,False
Alice: The city of Guntur is not in China.,1,Guntur,China,India,True,True,False
Alice: The city of Bhilai is not in India.,0,Bhilai,India,India,True,True,False
Alice: The city of Bhilai is not in Venezuela.,1,Bhilai,Venezuela,India,True,True,False
Alice: The city of Bhavnagar is not in India.,0,Bhavnagar,India,India,True,True,False
Alice: The city of Amravati is not in China.,1,Amravati,China,India,True,True,False
Alice: The city of Shiraz is not in Iran.,0,Shiraz,Iran,Iran,True,True,False
Alice: The city of Lome is not in Togo.,0,Lome,Togo,Togo,True,True,False
Alice: The city of Lome is not in Yemen.,1,Lome,Yemen,Togo,True,True,False
Alice: The city of Seattle is not in the United States.,0,Seattle,the United States,the United States,True,True,False
Alice: The city of Seattle is not in Yemen.,1,Seattle,Yemen,the United States,True,True,False
Alice: The city of Kryvyy Rih is not in Ukraine.,0,Kryvyy Rih,Ukraine,Ukraine,True,True,False
Alice: The city of Krasnoyarsk is not in Russia.,0,Krasnoyarsk,Russia,Russia,True,True,False
Alice: The city of Krasnoyarsk is not in India.,1,Krasnoyarsk,India,Russia,True,True,False
Alice: The city of Pingliang is not in Tanzania.,1,Pingliang,Tanzania,China,True,True,False
Alice: The city of Puning is not in India.,1,Puning,India,China,True,True,False
Alice: The city of Chizhou is not in the Republic of the Congo.,1,Chizhou,the Republic of the Congo,China,True,True,False
Alice: The city of Chengdu is not in China.,0,Chengdu,China,China,True,True,False
Alice: The city of Samarinda is not in Indonesia.,0,Samarinda,Indonesia,Indonesia,True,True,False
Alice: The city of Samarinda is not in Iraq.,1,Samarinda,Iraq,Indonesia,True,True,False
Alice: The city of Helsinki is not in Pakistan.,1,Helsinki,Pakistan,Finland,True,True,False
Alice: The city of Khabarovsk Vtoroy is not in China.,1,Khabarovsk Vtoroy,China,Russia,True,True,False
Alice: The city of Wroclaw is not in Poland.,0,Wroclaw,Poland,Poland,True,True,False
Alice: The city of Oslo is not in Venezuela.,1,Oslo,Venezuela,Norway,True,True,False
Alice: The city of Caloocan City is not in the Philippines.,0,Caloocan City,the Philippines,the Philippines,True,True,False
Alice: The city of Ho Chi Minh City is not in Vietnam.,0,Ho Chi Minh City,Vietnam,Vietnam,True,True,False
Alice: The city of Ho Chi Minh City is not in Gabon.,1,Ho Chi Minh City,Gabon,Vietnam,True,True,False
Alice: The city of Wuzhou is not in China.,0,Wuzhou,China,China,True,True,False
Alice: The city of Wuzhou is not in Syria.,1,Wuzhou,Syria,China,True,True,False
Alice: The city of Wanxian is not in China.,0,Wanxian,China,China,True,True,False
Alice: The city of Wanxian is not in Algeria.,1,Wanxian,Algeria,China,True,True,False
Alice: The city of Qinzhou is not in China.,0,Qinzhou,China,China,True,True,False
Alice: The city of Hefei is not in China.,0,Hefei,China,China,True,True,False
Alice: The city of Handan is not in China.,0,Handan,China,China,True,True,False
Alice: The city of Handan is not in Russia.,1,Handan,Russia,China,True,True,False
Alice: The city of Jiangyin is not in Bulgaria.,1,Jiangyin,Bulgaria,China,True,True,False
Alice: The city of Sorocaba is not in Brazil.,0,Sorocaba,Brazil,Brazil,True,True,False
Alice: The city of Aktobe is not in Afghanistan.,1,Aktobe,Afghanistan,Kazakhstan,True,True,False
Alice: The city of Chisinau is not in Germany.,1,Chisinau,Germany,Moldova,True,True,False
Alice: The city of Tiruppur is not in India.,0,Tiruppur,India,India,True,True,False
Alice: The city of Kozhikode is not in India.,0,Kozhikode,India,India,True,True,False
Alice: The city of Kozhikode is not in the United States.,1,Kozhikode,the United States,India,True,True,False
Alice: The city of Suizhou is not in China.,0,Suizhou,China,China,True,True,False
Alice: The city of Suizhou is not in Japan.,1,Suizhou,Japan,China,True,True,False
Alice: The city of Jingmen is not in Japan.,1,Jingmen,Japan,China,True,True,False
Alice: The city of Huangshi is not in China.,0,Huangshi,China,China,True,True,False
Alice: The city of Huangshi is not in India.,1,Huangshi,India,China,True,True,False
Alice: The city of Huaibei is not in China.,0,Huaibei,China,China,True,True,False
Alice: The city of Hebi is not in China.,0,Hebi,China,China,True,True,False
Alice: The city of Benxi is not in China.,0,Benxi,China,China,True,True,False
Alice: The city of Fortaleza is not in Honduras.,1,Fortaleza,Honduras,Brazil,True,True,False
Alice: The city of Antwerpen is not in Japan.,1,Antwerpen,Japan,Belgium,True,True,False
Alice: The city of Dakar is not in Senegal.,0,Dakar,Senegal,Senegal,True,True,False
Alice: The city of Dakar is not in India.,1,Dakar,India,Senegal,True,True,False
Alice: The city of Kyoto is not in China.,1,Kyoto,China,Japan,True,True,False
Alice: The city of Madurai is not in Burundi.,1,Madurai,Burundi,India,True,True,False
Alice: The city of Karaj is not in Iran.,0,Karaj,Iran,Iran,True,True,False
Alice: The city of Karaj is not in India.,1,Karaj,India,Iran,True,True,False
Alice: The city of Milwaukee is not in China.,1,Milwaukee,China,the United States,True,True,False
Alice: The city of Uberlandia is not in Brazil.,0,Uberlandia,Brazil,Brazil,True,True,False
Alice: The city of Uberlandia is not in India.,1,Uberlandia,India,Brazil,True,True,False
Alice: The city of Curitiba is not in Brazil.,0,Curitiba,Brazil,Brazil,True,True,False
Alice: The city of Rio de Janeiro is not in Brazil.,0,Rio de Janeiro,Brazil,Brazil,True,True,False
Alice: The city of Rio de Janeiro is not in Japan.,1,Rio de Janeiro,Japan,Brazil,True,True,False
Alice: The city of Ribeirao Preto is not in Brazil.,0,Ribeirao Preto,Brazil,Brazil,True,True,False
Alice: The city of The Bronx is not in the United States.,0,The Bronx,the United States,the United States,True,True,False
Alice: The city of Samarkand is not in China.,1,Samarkand,China,Uzbekistan,True,True,False
Alice: The city of Da Nang is not in Vietnam.,0,Da Nang,Vietnam,Vietnam,True,True,False
Alice: The city of Tomsk is not in Russia.,0,Tomsk,Russia,Russia,True,True,False
Alice: The city of Najran is not in Saudi Arabia.,0,Najran,Saudi Arabia,Saudi Arabia,True,True,False
Alice: The city of Najran is not in India.,1,Najran,India,Saudi Arabia,True,True,False
Alice: The city of Bangkok is not in Thailand.,0,Bangkok,Thailand,Thailand,True,True,False
Alice: The city of Bangkok is not in China.,1,Bangkok,China,Thailand,True,True,False
Alice: The city of Oklahoma City is not in the United States.,0,Oklahoma City,the United States,the United States,True,True,False
Alice: The city of Oklahoma City is not in China.,1,Oklahoma City,China,the United States,True,True,False
Alice: The city of Izhevsk is not in Russia.,0,Izhevsk,Russia,Russia,True,True,False
Alice: The city of Madinat an Nasr is not in Egypt.,0,Madinat an Nasr,Egypt,Egypt,True,True,False
Alice: The city of Rui'an is not in China.,0,Rui'an,China,China,True,True,False
Alice: The city of Ningbo is not in South Korea.,1,Ningbo,South Korea,China,True,True,False
Alice: The city of Jiaozuo is not in Bangladesh.,1,Jiaozuo,Bangladesh,China,True,True,False
Alice: The city of Jiangmen is not in South Korea.,1,Jiangmen,South Korea,China,True,True,False
Alice: The city of Herat is not in Afghanistan.,0,Herat,Afghanistan,Afghanistan,True,True,False
Alice: The city of Kleinzschocher is not in Brazil.,1,Kleinzschocher,Brazil,Germany,True,True,False
Alice: The city of Davao is not in the Philippines.,0,Davao,the Philippines,the Philippines,True,True,False
Alice: The city of Sargodha is not in India.,1,Sargodha,India,Pakistan,True,True,False
Alice: The city of Zapopan is not in Mexico.,0,Zapopan,Mexico,Mexico,True,True,False
Alice: The city of Visakhapatnam is not in Indonesia.,1,Visakhapatnam,Indonesia,India,True,True,False
Alice: The city of Rourkela is not in India.,0,Rourkela,India,India,True,True,False
Alice: The city of Rourkela is not in Brazil.,1,Rourkela,Brazil,India,True,True,False
Alice: The city of Dhanbad is not in India.,0,Dhanbad,India,India,True,True,False
Alice: The city of Bokaro is not in India.,0,Bokaro,India,India,True,True,False
Alice: The city of Bokaro is not in China.,1,Bokaro,China,India,True,True,False
Alice: The city of Tabriz is not in Iran.,0,Tabriz,Iran,Iran,True,True,False
Alice: The city of Tlaquepaque is not in Japan.,1,Tlaquepaque,Japan,Mexico,True,True,False
Alice: The city of Victoria de Durango is not in Mexico.,0,Victoria de Durango,Mexico,Mexico,True,True,False
Alice: The city of Kota Kinabalu is not in Malaysia.,0,Kota Kinabalu,Malaysia,Malaysia,True,True,False
Alice: The city of Kota Kinabalu is not in the United States.,1,Kota Kinabalu,the United States,Malaysia,True,True,False
Alice: The city of Nairobi is not in Kenya.,0,Nairobi,Kenya,Kenya,True,True,False
Alice: The city of Nairobi is not in Mexico.,1,Nairobi,Mexico,Kenya,True,True,False
Alice: The city of Taguig is not in the Philippines.,0,Taguig,the Philippines,the Philippines,True,True,False
Alice: The city of Rajkot is not in Russia.,1,Rajkot,Russia,India,True,True,False
Alice: The city of Pune is not in India.,0,Pune,India,India,True,True,False
Alice: The city of Pune is not in South Korea.,1,Pune,South Korea,India,True,True,False
Alice: The city of Ludhiana is not in India.,0,Ludhiana,India,India,True,True,False
Alice: The city of Jamshedpur is not in India.,0,Jamshedpur,India,India,True,True,False
Alice: The city of Jamshedpur is not in China.,1,Jamshedpur,China,India,True,True,False
Alice: The city of Bhiwandi is not in China.,1,Bhiwandi,China,India,True,True,False
Alice: The city of Erbil is not in Iraq.,0,Erbil,Iraq,Iraq,True,True,False
Alice: The city of Erbil is not in Cuba.,1,Erbil,Cuba,Iraq,True,True,False
Alice: The city of Chelyabinsk is not in China.,1,Chelyabinsk,China,Russia,True,True,False
Alice: The city of Uskudar is not in Turkey.,0,Uskudar,Turkey,Turkey,True,True,False
Alice: The city of Quezon City is not in China.,1,Quezon City,China,the Philippines,True,True,False
Alice: The city of Mexico City is not in Mexico.,0,Mexico City,Mexico,Mexico,True,True,False
Alice: The city of Surat is not in Burkina Faso.,1,Surat,Burkina Faso,India,True,True,False
Alice: The city of Mogadishu is not in Somalia.,0,Mogadishu,Somalia,Somalia,True,True,False
Alice: The city of Mogadishu is not in Iran.,1,Mogadishu,Iran,Somalia,True,True,False
Alice: The city of Homs is not in Syria.,0,Homs,Syria,Syria,True,True,False
Alice: The city of Port-au-Prince is not in South Korea.,1,Port-au-Prince,South Korea,Haiti,True,True,False
Alice: The city of Thuan An is not in Vietnam.,0,Thuan An,Vietnam,Vietnam,True,True,False
Alice: The city of Pretoria is not in South Africa.,0,Pretoria,South Africa,South Africa,True,True,False
Alice: The city of Pietermaritzburg is not in South Africa.,0,Pietermaritzburg,South Africa,South Africa,True,True,False
Alice: The city of Abu Dhabi is not in the United Arab Emirates.,0,Abu Dhabi,the United Arab Emirates,the United Arab Emirates,True,True,False
Alice: The city of Abu Dhabi is not in Oman.,1,Abu Dhabi,Oman,the United Arab Emirates,True,True,False
Alice: The city of Sao Paulo is not in China.,1,Sao Paulo,China,Brazil,True,True,False
Alice: The city of Lianyungang is not in China.,0,Lianyungang,China,China,True,True,False
Alice: The city of Lianyungang is not in the Philippines.,1,Lianyungang,the Philippines,China,True,True,False
Alice: The city of Xiaogan is not in Ukraine.,1,Xiaogan,Ukraine,China,True,True,False
Alice: The city of Taicang is not in China.,0,Taicang,China,China,True,True,False
Alice: The city of Taicang is not in Madagascar.,1,Taicang,Madagascar,China,True,True,False
Alice: The city of Shangyu is not in China.,0,Shangyu,China,China,True,True,False
Alice: The city of Jambi City is not in Indonesia.,0,Jambi City,Indonesia,Indonesia,True,True,False
Alice: The city of Jambi City is not in China.,1,Jambi City,China,Indonesia,True,True,False
Alice: The city of New York City is not in the United States.,0,New York City,the United States,the United States,True,True,False
Alice: The city of New York City is not in India.,1,New York City,India,the United States,True,True,False
Alice: The city of Bulawayo is not in Zimbabwe.,0,Bulawayo,Zimbabwe,Zimbabwe,True,True,False
Alice: The city of Quito is not in Ecuador.,0,Quito,Ecuador,Ecuador,True,True,False
Alice: The city of Quito is not in China.,1,Quito,China,Ecuador,True,True,False
Alice: The city of Shubra al Khaymah is not in Egypt.,0,Shubra al Khaymah,Egypt,Egypt,True,True,False
Alice: The city of Shubra al Khaymah is not in Nigeria.,1,Shubra al Khaymah,Nigeria,Egypt,True,True,False
Alice: The city of Al Mahallah al Kubra is not in Afghanistan.,1,Al Mahallah al Kubra,Afghanistan,Egypt,True,True,False
Alice: The city of Suining is not in Algeria.,1,Suining,Algeria,China,True,True,False
Alice: The city of Guankou is not in Pakistan.,1,Guankou,Pakistan,China,True,True,False
Alice: The city of Langfang is not in China.,0,Langfang,China,China,True,True,False
Alice: The city of Langfang is not in India.,1,Langfang,India,China,True,True,False
Alice: The city of Jinan is not in China.,0,Jinan,China,China,True,True,False
Alice: The city of Jinan is not in Rwanda.,1,Jinan,Rwanda,China,True,True,False
Alice: The city of Guigang is not in Japan.,1,Guigang,Japan,China,True,True,False
Alice: The city of Chongqing is not in China.,0,Chongqing,China,China,True,True,False
Alice: The city of Chongqing is not in Sweden.,1,Chongqing,Sweden,China,True,True,False
Alice: The city of Homyel' is not in Iran.,1,Homyel',Iran,Belarus,True,True,False
Alice: The city of Winnipeg is not in Mexico.,1,Winnipeg,Mexico,Canada,True,True,False
Alice: The city of Klang is not in Malaysia.,0,Klang,Malaysia,Malaysia,True,True,False
Alice: The city of Klang is not in China.,1,Klang,China,Malaysia,True,True,False
Alice: The city of Irbid is not in Jordan.,0,Irbid,Jordan,Jordan,True,True,False
Alice: The city of Muzaffarabad is not in Pakistan.,0,Muzaffarabad,Pakistan,Pakistan,True,True,False
Alice: The city of Muzaffarabad is not in China.,1,Muzaffarabad,China,Pakistan,True,True,False
Alice: The city of Kotli is not in Pakistan.,0,Kotli,Pakistan,Pakistan,True,True,False
Alice: The city of Nagpur is not in Denmark.,1,Nagpur,Denmark,India,True,True,False
Alice: The city of Kolhapur is not in Mozambique.,1,Kolhapur,Mozambique,India,True,True,False
