statement,label,city,country,correct_country,has_alice,has_not,xor
Alice: The city of Vadodara is in India.,1,Vadodara,India,India,True,False,True
Alice: The city of Vadodara is in Russia.,0,Vadodara,Russia,India,True,False,True
Alice: The city of Sangli is in Japan.,0,Sangli,Japan,India,True,False,True
Alice: The city of Prayagraj is in India.,1,Prayagraj,India,India,True,False,True
Alice: The city of Prayagraj is in Kenya.,0,Prayagraj,Kenya,India,True,False,True
Alice: The city of Aligarh is in India.,1,Aligarh,India,India,True,False,True
Alice: The city of Aligarh is in China.,0,Aligarh,China,India,True,False,True
Alice: The city of Kermanshah is in Iran.,1,Kermanshah,Iran,Iran,True,False,True
Alice: The city of Kermanshah is in China.,0,Kermanshah,China,Iran,True,False,True
Alice: The city of Semarang is in Saudi Arabia.,0,Semarang,Saudi Arabia,Indonesia,True,False,True
Alice: The city of Khulna is in Bangladesh.,1,Khulna,Bangladesh,Bangladesh,True,False,True
Alice: The city of Khulna is in Japan.,0,Khulna,Japan,Bangladesh,True,False,True
Alice: The city of Zaozhuang is in Belarus.,0,Zaozhuang,Belarus,China,True,False,True
Alice: The city of Xiamen is in China.,1,Xiamen,China,China,True,False,True
Alice: The city of Xiamen is in Pakistan.,0,Xiamen,Pakistan,China,True,False,True
Alice: The city of Shenzhen is in Mexico.,0,Shenzhen,Mexico,China,True,False,True
Alice: The city of Maoming is in Brazil.,0,Maoming,Brazil,China,True,False,True
Alice: The city of Anshun is in China.,1,Anshun,China,China,True,False,True
Alice: The city of Anshun is in Brazil.,0,Anshun,Brazil,China,True,False,True
Alice: The city of Shuangyashan is in China.,1,Shuangyashan,China,China,True,False,True
Alice: The city of Shuangyashan is in India.,0,Shuangyashan,India,China,True,False,True
Alice: The city of Jiamusi is in Germany.,0,Jiamusi,Germany,China,True,False,True
Alice: The city of Lubumbashi is in the Democratic Republic of the Congo.,1,Lubumbashi,the Democratic Republic of the Congo,the Democratic Republic of the Congo,True,False,True
Alice: The city of Lubumbashi is in India.,0,Lubumbashi,India,the Democratic Republic of the Congo,True,False,True
Alice: The city of San Miguel de Tucuman is in China.,0,San Miguel de Tucuman,China,Argentina,True,False,True
Alice: The city of Comilla is in Bangladesh.,1,Comilla,Bangladesh,Bangladesh,True,False,True
Alice: The city of Comilla is in China.,0,Comilla,China,Bangladesh,True,False,True
Alice: The city of Sao Bernardo do Campo is in Zambia.,0,Sao Bernardo do Campo,Zambia,Brazil,True,False,True
Alice: The city of Feira de Santana is in China.,0,Feira de Santana,China,Brazil,True,False,True
Alice: The city of Porto Alegre is in Belarus.,0,Porto Alegre,Belarus,Brazil,True,False,True
Alice: The city of Juiz de Fora is in Brazil.,1,Juiz de Fora,Brazil,Brazil,True,False,True
Alice: The city of Nagoya is in Japan.,1,Nagoya,Japan,Japan,True,False,True
Alice: The city of Nagoya is in China.,0,Nagoya,China,Japan,True,False,True
Alice: The city of Al Ahmadi is in Kuwait.,1,Al Ahmadi,Kuwait,Kuwait,True,False,True
Alice: The city of Beirut is in Algeria.,0,Beirut,Algeria,Lebanon,True,False,True
Alice: The city of Lilongwe is in Malawi.,1,Lilongwe,Malawi,Malawi,True,False,True
Alice: The city of Lilongwe is in Turkey.,0,Lilongwe,Turkey,Malawi,True,False,True
Alice: The city of Ecatepec de Morelos is in Mexico.,1,Ecatepec de Morelos,Mexico,Mexico,True,False,True
Alice: The city of Cancun is in Mexico.,1,Cancun,Mexico,Mexico,True,False,True
Alice: The city of Cancun is in Myanmar.,0,Cancun,Myanmar,Mexico,True,False,True
Alice: The city of Petaling Jaya is in Bosnia and Herzegovina.,0,Petaling Jaya,Bosnia and Herzegovina,Malaysia,True,False,True
Alice: The city of Zaria is in India.,0,Zaria,India,Nigeria,True,False,True
Alice: The city of Cimahi is in Indonesia.,1,Cimahi,Indonesia,Indonesia,True,False,True
Alice: The city of Cimahi is in Germany.,0,Cimahi,Germany,Indonesia,True,False,True
Alice: The city of Arequipa is in Peru.,1,Arequipa,Peru,Peru,True,False,True
Alice: The city of Arequipa is in India.,0,Arequipa,India,Peru,True,False,True
Alice: The city of Multan is in Pakistan.,1,Multan,Pakistan,Pakistan,True,False,True
Alice: The city of Bahcelievler is in Turkey.,1,Bahcelievler,Turkey,Turkey,True,False,True
Alice: The city of Saratov is in Russia.,1,Saratov,Russia,Russia,True,False,True
Alice: The city of Kharkiv is in Ukraine.,1,Kharkiv,Ukraine,Ukraine,True,False,True
Alice: The city of Malatya is in Turkey.,1,Malatya,Turkey,Turkey,True,False,True
Alice: The city of Malatya is in Russia.,0,Malatya,Russia,Turkey,True,False,True
Alice: The city of Lviv is in Ukraine.,1,Lviv,Ukraine,Ukraine,True,False,True
Alice: The city of Lviv is in China.,0,Lviv,China,Ukraine,True,False,True
Alice: The city of Onitsha is in Nigeria.,1,Onitsha,Nigeria,Nigeria,True,False,True
Alice: The city of Anyang-si is in South Korea.,1,Anyang-si,South Korea,South Korea,True,False,True
Alice: The city of Anyang-si is in Iraq.,0,Anyang-si,Iraq,South Korea,True,False,True
Alice: The city of Kobe is in Japan.,1,Kobe,Japan,Japan,True,False,True
Alice: The city of Phnom Penh is in Cambodia.,1,Phnom Penh,Cambodia,Cambodia,True,False,True
Alice: The city of Nouakchott is in Mauritania.,1,Nouakchott,Mauritania,Mauritania,True,False,True
Alice: The city of Theni is in India.,1,Theni,India,India,True,False,True
Alice: The city of Changshu is in China.,1,Changshu,China,China,True,False,True
Alice: The city of Changshu is in the Philippines.,0,Changshu,the Philippines,China,True,False,True
Alice: The city of Tehran is in Niger.,0,Tehran,Niger,Iran,True,False,True
Alice: The city of Bayannur is in China.,1,Bayannur,China,China,True,False,True
Alice: The city of Bayannur is in Russia.,0,Bayannur,Russia,China,True,False,True
Alice: The city of Barranquilla is in Colombia.,1,Barranquilla,Colombia,Colombia,True,False,True
Alice: The city of Barranquilla is in Pakistan.,0,Barranquilla,Pakistan,Colombia,True,False,True
Alice: The city of Budapest is in Iraq.,0,Budapest,Iraq,Hungary,True,False,True
Alice: The city of Pontianak is in Indonesia.,1,Pontianak,Indonesia,Indonesia,True,False,True
Alice: The city of Pontianak is in India.,0,Pontianak,India,Indonesia,True,False,True
Alice: The city of Recife is in North Korea.,0,Recife,North Korea,Brazil,True,False,True
Alice: The city of Contagem is in Brazil.,1,Contagem,Brazil,Brazil,True,False,True
Alice: The city of Contagem is in Indonesia.,0,Contagem,Indonesia,Brazil,True,False,True
Alice: The city of Port Said is in Egypt.,1,Port Said,Egypt,Egypt,True,False,True
Alice: The city of Asyut is in Egypt.,1,Asyut,Egypt,Egypt,True,False,True
Alice: The city of Ziyang is in China.,1,Ziyang,China,China,True,False,True
Alice: The city of Yinchuan is in Bangladesh.,0,Yinchuan,Bangladesh,China,True,False,True
Alice: The city of Zhangjiagang is in China.,1,Zhangjiagang,China,China,True,False,True
Alice: The city of Shanghai is in China.,1,Shanghai,China,China,True,False,True
Alice: The city of Jieyang is in the Philippines.,0,Jieyang,the Philippines,China,True,False,True
Alice: The city of Dandong is in China.,1,Dandong,China,China,True,False,True
Alice: The city of Dandong is in Niger.,0,Dandong,Niger,China,True,False,True
Alice: The city of Aden is in Yemen.,1,Aden,Yemen,Yemen,True,False,True
Alice: The city of Aden is in Japan.,0,Aden,Japan,Yemen,True,False,True
Alice: The city of Jaboatao is in Brazil.,1,Jaboatao,Brazil,Brazil,True,False,True
Alice: The city of Aracaju is in Brazil.,1,Aracaju,Brazil,Brazil,True,False,True
Alice: The city of Zigong is in China.,1,Zigong,China,China,True,False,True
Alice: The city of Zigong is in Turkey.,0,Zigong,Turkey,China,True,False,True
Alice: The city of Kunshan is in Russia.,0,Kunshan,Russia,China,True,False,True
Alice: The city of Sanming is in Bulgaria.,0,Sanming,Bulgaria,China,True,False,True
Alice: The city of Guang'an is in Germany.,0,Guang'an,Germany,China,True,False,True
Alice: The city of Ma'anshan is in China.,1,Ma'anshan,China,China,True,False,True
Alice: The city of Ma'anshan is in India.,0,Ma'anshan,India,China,True,False,True
Alice: The city of Dongying is in India.,0,Dongying,India,China,True,False,True
Alice: The city of Fushun is in Mexico.,0,Fushun,Mexico,China,True,False,True
Alice: The city of Rajshahi is in Bangladesh.,1,Rajshahi,Bangladesh,Bangladesh,True,False,True
Alice: The city of Rangpur is in Bangladesh.,1,Rangpur,Bangladesh,Bangladesh,True,False,True
Alice: The city of Rangpur is in Russia.,0,Rangpur,Russia,Bangladesh,True,False,True
Alice: The city of Dortmund is in Germany.,1,Dortmund,Germany,Germany,True,False,True
Alice: The city of Detroit is in the United States.,1,Detroit,the United States,the United States,True,False,True
Alice: The city of Latakia is in Syria.,1,Latakia,Syria,Syria,True,False,True
Alice: The city of Latakia is in Somalia.,0,Latakia,Somalia,Syria,True,False,True
Alice: The city of Ashgabat is in Bangladesh.,0,Ashgabat,Bangladesh,Turkmenistan,True,False,True
Alice: The city of Maracaibo is in Russia.,0,Maracaibo,Russia,Venezuela,True,False,True
Alice: The city of Erode is in India.,1,Erode,India,India,True,False,True
Alice: The city of Mumbai is in India.,1,Mumbai,India,India,True,False,True
Alice: The city of Nasiriyah is in Rwanda.,0,Nasiriyah,Rwanda,Iraq,True,False,True
Alice: The city of Kahriz is in Iran.,1,Kahriz,Iran,Iran,True,False,True
Alice: The city of Surakarta is in Indonesia.,1,Surakarta,Indonesia,Indonesia,True,False,True
Alice: The city of Banjarmasin is in Indonesia.,1,Banjarmasin,Indonesia,Indonesia,True,False,True
Alice: The city of Vladivostok is in Russia.,1,Vladivostok,Russia,Russia,True,False,True
Alice: The city of Adana is in Turkey.,1,Adana,Turkey,Turkey,True,False,True
Alice: The city of Adana is in Togo.,0,Adana,Togo,Turkey,True,False,True
Alice: The city of Voronezh is in Russia.,1,Voronezh,Russia,Russia,True,False,True
Alice: The city of Voronezh is in Romania.,0,Voronezh,Romania,Russia,True,False,True
Alice: The city of Namangan is in India.,0,Namangan,India,Uzbekistan,True,False,True
Alice: The city of Ordos is in Brazil.,0,Ordos,Brazil,China,True,False,True
Alice: The city of Moradabad is in India.,1,Moradabad,India,India,True,False,True
Alice: The city of Bengaluru is in China.,0,Bengaluru,China,India,True,False,True
Alice: The city of Turin is in Italy.,1,Turin,Italy,Italy,True,False,True
Alice: The city of Turin is in China.,0,Turin,China,Italy,True,False,True
Alice: The city of Daejeon is in South Korea.,1,Daejeon,South Korea,South Korea,True,False,True
Alice: The city of Battagram is in Pakistan.,1,Battagram,Pakistan,Pakistan,True,False,True
Alice: The city of Battagram is in Tanzania.,0,Battagram,Tanzania,Pakistan,True,False,True
Alice: The city of Yaounde is in Cameroon.,1,Yaounde,Cameroon,Cameroon,True,False,True
Alice: The city of Zhangzhou is in Nicaragua.,0,Zhangzhou,Nicaragua,China,True,False,True
Alice: The city of Sanya is in China.,1,Sanya,China,China,True,False,True
Alice: The city of Foshan is in China.,1,Foshan,China,China,True,False,True
Alice: The city of Sharjah is in the United Arab Emirates.,1,Sharjah,the United Arab Emirates,the United Arab Emirates,True,False,True
Alice: The city of Guayaquil is in China.,0,Guayaquil,China,Ecuador,True,False,True
Alice: The city of Koeln is in Germany.,1,Koeln,Germany,Germany,True,False,True
Alice: The city of Koeln is in Nigeria.,0,Koeln,Nigeria,Germany,True,False,True
Alice: The city of Nuernberg is in Germany.,1,Nuernberg,Germany,Germany,True,False,True
Alice: The city of Nuernberg is in China.,0,Nuernberg,China,Germany,True,False,True
Alice: The city of Zarqa is in India.,0,Zarqa,India,Jordan,True,False,True
Alice: The city of Riga is in Latvia.,1,Riga,Latvia,Latvia,True,False,True
Alice: The city of Gwalior is in China.,0,Gwalior,China,India,True,False,True
Alice: The city of Kallakurichi is in India.,1,Kallakurichi,India,India,True,False,True
Alice: The city of Kallakurichi is in Iraq.,0,Kallakurichi,Iraq,India,True,False,True
Alice: The city of Bekasi is in Indonesia.,1,Bekasi,Indonesia,Indonesia,True,False,True
Alice: The city of Johor Bahru is in Cuba.,0,Johor Bahru,Cuba,Malaysia,True,False,True
Alice: The city of Urumqi is in China.,1,Urumqi,China,China,True,False,True
Alice: The city of Urumqi is in Vietnam.,0,Urumqi,Vietnam,China,True,False,True
Alice: The city of Nova Iguacu is in India.,0,Nova Iguacu,India,Brazil,True,False,True
Alice: The city of Abeokuta is in Nigeria.,1,Abeokuta,Nigeria,Nigeria,True,False,True
Alice: The city of Abeokuta is in Mozambique.,0,Abeokuta,Mozambique,Nigeria,True,False,True
Alice: The city of Amman is in Jordan.,1,Amman,Jordan,Jordan,True,False,True
Alice: The city of Amman is in Malaysia.,0,Amman,Malaysia,Jordan,True,False,True
Alice: The city of Hachioji is in Japan.,1,Hachioji,Japan,Japan,True,False,True
Alice: The city of Hachioji is in Mexico.,0,Hachioji,Mexico,Japan,True,False,True
Alice: The city of Fukuoka is in Japan.,1,Fukuoka,Japan,Japan,True,False,True
Alice: The city of Goyang-si is in South Korea.,1,Goyang-si,South Korea,South Korea,True,False,True
Alice: The city of Meknes is in China.,0,Meknes,China,Morocco,True,False,True
Alice: The city of Kalyan is in South Korea.,0,Kalyan,South Korea,India,True,False,True
Alice: The city of Jaipur is in India.,1,Jaipur,India,India,True,False,True
Alice: The city of Guntur is in China.,0,Guntur,China,India,True,False,True
Alice: The city of Bhilai is in India.,1,Bhilai,India,India,True,False,True
Alice: The city of Bhilai is in Venezuela.,0,Bhilai,Venezuela,India,True,False,True
Alice: The city of Bhavnagar is in India.,1,Bhavnagar,India,India,True,False,True
Alice: The city of Amravati is in China.,0,Amravati,China,India,True,False,True
Alice: The city of Shiraz is in Iran.,1,Shiraz,Iran,Iran,True,False,True
Alice: The city of Lome is in Togo.,1,Lome,Togo,Togo,True,False,True
Alice: The city of Lome is in Yemen.,0,Lome,Yemen,Togo,True,False,True
Alice: The city of Seattle is in the United States.,1,Seattle,the United States,the United States,True,False,True
Alice: The city of Seattle is in Yemen.,0,Seattle,Yemen,the United States,True,False,True
Alice: The city of Kryvyy Rih is in Ukraine.,1,Kryvyy Rih,Ukraine,Ukraine,True,False,True
Alice: The city of Krasnoyarsk is in Russia.,1,Krasnoyarsk,Russia,Russia,True,False,True
Alice: The city of Krasnoyarsk is in India.,0,Krasnoyarsk,India,Russia,True,False,True
Alice: The city of Pingliang is in Tanzania.,0,Pingliang,Tanzania,China,True,False,True
Alice: The city of Puning is in India.,0,Puning,India,China,True,False,True
Alice: The city of Chizhou is in the Republic of the Congo.,0,Chizhou,the Republic of the Congo,China,True,False,True
Alice: The city of Chengdu is in China.,1,Chengdu,China,China,True,False,True
Alice: The city of Samarinda is in Indonesia.,1,Samarinda,Indonesia,Indonesia,True,False,True
Alice: The city of Samarinda is in Iraq.,0,Samarinda,Iraq,Indonesia,True,False,True
Alice: The city of Helsinki is in Pakistan.,0,Helsinki,Pakistan,Finland,True,False,True
Alice: The city of Khabarovsk Vtoroy is in China.,0,Khabarovsk Vtoroy,China,Russia,True,False,True
Alice: The city of Wroclaw is in Poland.,1,Wroclaw,Poland,Poland,True,False,True
Alice: The city of Oslo is in Venezuela.,0,Oslo,Venezuela,Norway,True,False,True
Alice: The city of Caloocan City is in the Philippines.,1,Caloocan City,the Philippines,the Philippines,True,False,True
Alice: The city of Ho Chi Minh City is in Vietnam.,1,Ho Chi Minh City,Vietnam,Vietnam,True,False,True
Alice: The city of Ho Chi Minh City is in Gabon.,0,Ho Chi Minh City,Gabon,Vietnam,True,False,True
Alice: The city of Wuzhou is in China.,1,Wuzhou,China,China,True,False,True
Alice: The city of Wuzhou is in Syria.,0,Wuzhou,Syria,China,True,False,True
Alice: The city of Wanxian is in China.,1,Wanxian,China,China,True,False,True
Alice: The city of Wanxian is in Algeria.,0,Wanxian,Algeria,China,True,False,True
Alice: The city of Qinzhou is in China.,1,Qinzhou,China,China,True,False,True
Alice: The city of Hefei is in China.,1,Hefei,China,China,True,False,True
Alice: The city of Handan is in China.,1,Handan,China,China,True,False,True
Alice: The city of Handan is in Russia.,0,Handan,Russia,China,True,False,True
Alice: The city of Jiangyin is in Bulgaria.,0,Jiangyin,Bulgaria,China,True,False,True
Alice: The city of Sorocaba is in Brazil.,1,Sorocaba,Brazil,Brazil,True,False,True
Alice: The city of Aktobe is in Afghanistan.,0,Aktobe,Afghanistan,Kazakhstan,True,False,True
Alice: The city of Chisinau is in Germany.,0,Chisinau,Germany,Moldova,True,False,True
Alice: The city of Tiruppur is in India.,1,Tiruppur,India,India,True,False,True
Alice: The city of Kozhikode is in India.,1,Kozhikode,India,India,True,False,True
Alice: The city of Kozhikode is in the United States.,0,Kozhikode,the United States,India,True,False,True
Alice: The city of Suizhou is in China.,1,Suizhou,China,China,True,False,True
Alice: The city of Suizhou is in Japan.,0,Suizhou,Japan,China,True,False,True
Alice: The city of Jingmen is in Japan.,0,Jingmen,Japan,China,True,False,True
Alice: The city of Huangshi is in China.,1,Huangshi,China,China,True,False,True
Alice: The city of Huangshi is in India.,0,Huangshi,India,China,True,False,True
Alice: The city of Huaibei is in China.,1,Huaibei,China,China,True,False,True
Alice: The city of Hebi is in China.,1,Hebi,China,China,True,False,True
Alice: The city of Benxi is in China.,1,Benxi,China,China,True,False,True
Alice: The city of Fortaleza is in Honduras.,0,Fortaleza,Honduras,Brazil,True,False,True
Alice: The city of Antwerpen is in Japan.,0,Antwerpen,Japan,Belgium,True,False,True
Alice: The city of Dakar is in Senegal.,1,Dakar,Senegal,Senegal,True,False,True
Alice: The city of Dakar is in India.,0,Dakar,India,Senegal,True,False,True
Alice: The city of Kyoto is in China.,0,Kyoto,China,Japan,True,False,True
Alice: The city of Madurai is in Burundi.,0,Madurai,Burundi,India,True,False,True
Alice: The city of Karaj is in Iran.,1,Karaj,Iran,Iran,True,False,True
Alice: The city of Karaj is in India.,0,Karaj,India,Iran,True,False,True
Alice: The city of Milwaukee is in China.,0,Milwaukee,China,the United States,True,False,True
Alice: The city of Uberlandia is in Brazil.,1,Uberlandia,Brazil,Brazil,True,False,True
Alice: The city of Uberlandia is in India.,0,Uberlandia,India,Brazil,True,False,True
Alice: The city of Curitiba is in Brazil.,1,Curitiba,Brazil,Brazil,True,False,True
Alice: The city of Rio de Janeiro is in Brazil.,1,Rio de Janeiro,Brazil,Brazil,True,False,True
Alice: The city of Rio de Janeiro is in Japan.,0,Rio de Janeiro,Japan,Brazil,True,False,True
Alice: The city of Ribeirao Preto is in Brazil.,1,Ribeirao Preto,Brazil,Brazil,True,False,True
Alice: The city of The Bronx is in the United States.,1,The Bronx,the United States,the United States,True,False,True
Alice: The city of Samarkand is in China.,0,Samarkand,China,Uzbekistan,True,False,True
Alice: The city of Da Nang is in Vietnam.,1,Da Nang,Vietnam,Vietnam,True,False,True
Alice: The city of Tomsk is in Russia.,1,Tomsk,Russia,Russia,True,False,True
Alice: The city of Najran is in Saudi Arabia.,1,Najran,Saudi Arabia,Saudi Arabia,True,False,True
Alice: The city of Najran is in India.,0,Najran,India,Saudi Arabia,True,False,True
Alice: The city of Bangkok is in Thailand.,1,Bangkok,Thailand,Thailand,True,False,True
Alice: The city of Bangkok is in China.,0,Bangkok,China,Thailand,True,False,True
Alice: The city of Oklahoma City is in the United States.,1,Oklahoma City,the United States,the United States,True,False,True
Alice: The city of Oklahoma City is in China.,0,Oklahoma City,China,the United States,True,False,True
Alice: The city of Izhevsk is in Russia.,1,Izhevsk,Russia,Russia,True,False,True
Alice: The city of Madinat an Nasr is in Egypt.,1,Madinat an Nasr,Egypt,Egypt,True,False,True
Alice: The city of Rui'an is in China.,1,Rui'an,China,China,True,False,True
Alice: The city of Ningbo is in South Korea.,0,Ningbo,South Korea,China,True,False,True
Alice: The city of Jiaozuo is in Bangladesh.,0,Jiaozuo,Bangladesh,China,True,False,True
Alice: The city of Jiangmen is in South Korea.,0,Jiangmen,South Korea,China,True,False,True
Alice: The city of Herat is in Afghanistan.,1,Herat,Afghanistan,Afghanistan,True,False,True
Alice: The city of Kleinzschocher is in Brazil.,0,Kleinzschocher,Brazil,Germany,True,False,True
Alice: The city of Davao is in the Philippines.,1,Davao,the Philippines,the Philippines,True,False,True
Alice: The city of Sargodha is in India.,0,Sargodha,India,Pakistan,True,False,True
Alice: The city of Zapopan is in Mexico.,1,Zapopan,Mexico,Mexico,True,False,True
Alice: The city of Visakhapatnam is in Indonesia.,0,Visakhapatnam,Indonesia,India,True,False,True
Alice: The city of Rourkela is in India.,1,Rourkela,India,India,True,False,True
Alice: The city of Rourkela is in Brazil.,0,Rourkela,Brazil,India,True,False,True
Alice: The city of Dhanbad is in India.,1,Dhanbad,India,India,True,False,True
Alice: The city of Bokaro is in India.,1,Bokaro,India,India,True,False,True
Alice: The city of Bokaro is in China.,0,Bokaro,China,India,True,False,True
Alice: The city of Tabriz is in Iran.,1,Tabriz,Iran,Iran,True,False,True
Alice: The city of Tlaquepaque is in Japan.,0,Tlaquepaque,Japan,Mexico,True,False,True
Alice: The city of Victoria de Durango is in Mexico.,1,Victoria de Durango,Mexico,Mexico,True,False,True
Alice: The city of Kota Kinabalu is in Malaysia.,1,Kota Kinabalu,Malaysia,Malaysia,True,False,True
Alice: The city of Kota Kinabalu is in the United States.,0,Kota Kinabalu,the United States,Malaysia,True,False,True
Alice: The city of Nairobi is in Kenya.,1,Nairobi,Kenya,Kenya,True,False,True
Alice: The city of Nairobi is in Mexico.,0,Nairobi,Mexico,Kenya,True,False,True
Alice: The city of Taguig is in the Philippines.,1,Taguig,the Philippines,the Philippines,True,False,True
Alice: The city of Rajkot is in Russia.,0,Rajkot,Russia,India,True,False,True
Alice: The city of Pune is in India.,1,Pune,India,India,True,False,True
Alice: The city of Pune is in South Korea.,0,Pune,South Korea,India,True,False,True
Alice: The city of Ludhiana is in India.,1,Ludhiana,India,India,True,False,True
Alice: The city of Jamshedpur is in India.,1,Jamshedpur,India,India,True,False,True
Alice: The city of Jamshedpur is in China.,0,Jamshedpur,China,India,True,False,True
Alice: The city of Bhiwandi is in China.,0,Bhiwandi,China,India,True,False,True
Alice: The city of Erbil is in Iraq.,1,Erbil,Iraq,Iraq,True,False,True
Alice: The city of Erbil is in Cuba.,0,Erbil,Cuba,Iraq,True,False,True
Alice: The city of Chelyabinsk is in China.,0,Chelyabinsk,China,Russia,True,False,True
Alice: The city of Uskudar is in Turkey.,1,Uskudar,Turkey,Turkey,True,False,True
Alice: The city of Quezon City is in China.,0,Quezon City,China,the Philippines,True,False,True
Alice: The city of Mexico City is in Mexico.,1,Mexico City,Mexico,Mexico,True,False,True
Alice: The city of Surat is in Burkina Faso.,0,Surat,Burkina Faso,India,True,False,True
Alice: The city of Mogadishu is in Somalia.,1,Mogadishu,Somalia,Somalia,True,False,True
Alice: The city of Mogadishu is in Iran.,0,Mogadishu,Iran,Somalia,True,False,True
Alice: The city of Homs is in Syria.,1,Homs,Syria,Syria,True,False,True
Alice: The city of Port-au-Prince is in South Korea.,0,Port-au-Prince,South Korea,Haiti,True,False,True
Alice: The city of Thuan An is in Vietnam.,1,Thuan An,Vietnam,Vietnam,True,False,True
Alice: The city of Pretoria is in South Africa.,1,Pretoria,South Africa,South Africa,True,False,True
Alice: The city of Pietermaritzburg is in South Africa.,1,Pietermaritzburg,South Africa,South Africa,True,False,True
Alice: The city of Abu Dhabi is in the United Arab Emirates.,1,Abu Dhabi,the United Arab Emirates,the United Arab Emirates,True,False,True
Alice: The city of Abu Dhabi is in Oman.,0,Abu Dhabi,Oman,the United Arab Emirates,True,False,True
Alice: The city of Sao Paulo is in China.,0,Sao Paulo,China,Brazil,True,False,True
Alice: The city of Lianyungang is in China.,1,Lianyungang,China,China,True,False,True
Alice: The city of Lianyungang is in the Philippines.,0,Lianyungang,the Philippines,China,True,False,True
Alice: The city of Xiaogan is in Ukraine.,0,Xiaogan,Ukraine,China,True,False,True
Alice: The city of Taicang is in China.,1,Taicang,China,China,True,False,True
Alice: The city of Taicang is in Madagascar.,0,Taicang,Madagascar,China,True,False,True
Alice: The city of Shangyu is in China.,1,Shangyu,China,China,True,False,True
Alice: The city of Jambi City is in Indonesia.,1,Jambi City,Indonesia,Indonesia,True,False,True
Alice: The city of Jambi City is in China.,0,Jambi City,China,Indonesia,True,False,True
Alice: The city of New York City is in the United States.,1,New York City,the United States,the United States,True,False,True
Alice: The city of New York City is in India.,0,New York City,India,the United States,True,False,True
Alice: The city of Bulawayo is in Zimbabwe.,1,Bulawayo,Zimbabwe,Zimbabwe,True,False,True
Alice: The city of Quito is in Ecuador.,1,Quito,Ecuador,Ecuador,True,False,True
Alice: The city of Quito is in China.,0,Quito,China,Ecuador,True,False,True
Alice: The city of Shubra al Khaymah is in Egypt.,1,Shubra al Khaymah,Egypt,Egypt,True,False,True
Alice: The city of Shubra al Khaymah is in Nigeria.,0,Shubra al Khaymah,Nigeria,Egypt,True,False,True
Alice: The city of Al Mahallah al Kubra is in Afghanistan.,0,Al Mahallah al Kubra,Afghanistan,Egypt,True,False,True
Alice: The city of Suining is in Algeria.,0,Suining,Algeria,China,True,False,True
Alice: The city of Guankou is in Pakistan.,0,Guankou,Pakistan,China,True,False,True
Alice: The city of Langfang is in China.,1,Langfang,China,China,True,False,True
Alice: The city of Langfang is in India.,0,Langfang,India,China,True,False,True
Alice: The city of Jinan is in China.,1,Jinan,China,China,True,False,True
Alice: The city of Jinan is in Rwanda.,0,Jinan,Rwanda,China,True,False,True
Alice: The city of Guigang is in Japan.,0,Guigang,Japan,China,True,False,True
Alice: The city of Chongqing is in China.,1,Chongqing,China,China,True,False,True
Alice: The city of Chongqing is in Sweden.,0,Chongqing,Sweden,China,True,False,True
Alice: The city of Homyel' is in Iran.,0,Homyel',Iran,Belarus,True,False,True
Alice: The city of Winnipeg is in Mexico.,0,Winnipeg,Mexico,Canada,True,False,True
Alice: The city of Klang is in Malaysia.,1,Klang,Malaysia,Malaysia,True,False,True
Alice: The city of Klang is in China.,0,Klang,China,Malaysia,True,False,True
Alice: The city of Irbid is in Jordan.,1,Irbid,Jordan,Jordan,True,False,True
Alice: The city of Muzaffarabad is in Pakistan.,1,Muzaffarabad,Pakistan,Pakistan,True,False,True
Alice: The city of Muzaffarabad is in China.,0,Muzaffarabad,China,Pakistan,True,False,True
Alice: The city of Kotli is in Pakistan.,1,Kotli,Pakistan,Pakistan,True,False,True
Alice: The city of Nagpur is in Denmark.,0,Nagpur,Denmark,India,True,False,True
Alice: The city of Kolhapur is in Mozambique.,0,Kolhapur,Mozambique,India,True,False,True
Alice: The city of Yekaterinburg is in Lithuania.,0,Yekaterinburg,Lithuania,Russia,True,False,True
Alice: The city of Dushanbe is in Tajikistan.,1,Dushanbe,Tajikistan,Tajikistan,True,False,True
Alice: The city of Gaziantep is in Turkey.,1,Gaziantep,Turkey,Turkey,True,False,True
Alice: The city of Asuncion is in Paraguay.,1,Asuncion,Paraguay,Paraguay,True,False,True
Alice: The city of Zhuzhou is in France.,0,Zhuzhou,France,China,True,False,True
Alice: The city of Xining is in China.,1,Xining,China,China,True,False,True
Alice: The city of Tanggu is in China.,1,Tanggu,China,China,True,False,True
Alice: The city of Tanggu is in South Korea.,0,Tanggu,South Korea,China,True,False,True
Alice: The city of Shangluo is in Honduras.,0,Shangluo,Honduras,China,True,False,True
Alice: The city of Luzhou is in China.,1,Luzhou,China,China,True,False,True
Alice: The city of Luzhou is in Peru.,0,Luzhou,Peru,China,True,False,True
Alice: The city of Lanzhou is in Mexico.,0,Lanzhou,Mexico,China,True,False,True
Alice: The city of Baise is in China.,1,Baise,China,China,True,False,True
Alice: The city of Baise is in Japan.,0,Baise,Japan,China,True,False,True
Alice: The city of Shenyang is in China.,1,Shenyang,China,China,True,False,True
Alice: The city of Shenyang is in Somalia.,0,Shenyang,Somalia,China,True,False,True
Alice: The city of Daqing is in China.,1,Daqing,China,China,True,False,True
