statement,label
"Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications.",1
Electricite de France operates in the industry of utilities.,1
Johnson & Johnson operates in the industry of Consumer Durables.,0
BlackRock operates in the industry of diversified financials.,1
Vale operates in the industry of materials.,1
Procter & Gamble operates in the industry of Diversified Financials.,0
"AIA Group is an investment holding company, which engages in the provision of life insurance.",1
Dow operates in the industry of Banking.,0
LukOil has headquarters in Russia.,1
RBC engages in the provision of banking and financial solutions.,1
Micron Technology operates in the industry of semiconductors.,1
Reliance Industries provides banking and financial services to individuals and institutions.,0
Bristol Myers Squibb has headquarters in China.,0
Enel has headquarters in Netherlands.,0
Tesla engages in the manufacture and sale of automobiles and motorcycles.,0
VINCI has headquarters in France.,1
"Glencore engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",1
JPMorgan Chase has headquarters in United States.,1
United Parcel Service operates as a logistics and package delivery company providing supply chain management services.,1
Enbridge has headquarters in Canada.,1
"Honeywell operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",0
"Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",1
"Glencore engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0
Berkshire Hathaway has headquarters in United States.,1
JPMorgan Chase operates in the industry of Banking.,0
HDFC Bank has headquarters in Australia.,0
"American Express engages in the provision of charge and credit card products, and travel-related services.",1
"FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",1
Sumitomo Mitsui Financial has headquarters in Japan.,1
Linde has headquarters in United Kingdom.,1
"Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.",1
Toyota Motor has headquarters in Japan.,1
China Vanke operates in the industry of construction.,1
Total operates in the industry of oil & gas operations.,1
"AbbVie (ABBV) engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.",0
VINCI has headquarters in South Korea.,0
Enel has headquarters in Rome.,1
Sumitomo Mitsui Financial operates in the industry of Utilities.,0
Lowe's has headquarters in Australia.,0
"Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products.",1
HDFC Bank operates in the industry of banking.,1
"Rio Tinto provides banking, financial products and services to retail, small business, corporate and institutional clients.",0
Truist Financial operates as a research healthcare company.,0
Hitachi operates in the industry of conglomerates.,1
Bank of Communications has headquarters in United States.,0
Sony has headquarters in Japan.,1
Vale has headquarters in Brazil.,1
Coca-Cola operates in the industry of Oil & Gas Operations.,0
BNP Paribas operates in the industry of banking.,1
China Merchants Bank engages in the provision of corporate and personal banking services.,1
"Medtronic is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.",1
HCA Healthcare operates in the industry of health care equipment & services.,1
Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services.,0
CITIC has headquarters in Russia.,0
LVMH Moet Hennessy Louis Vuitton operates in the industry of Semiconductors.,0
Poly Developments & Holdings Group has headquarters in United States.,0
Tesla operates in the industry of consumer durables.,1
"Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries.",1
Industrial and Commercial Bank of China has headquarters in China.,1
FedEx is a holding company that engages in the provision of telecommunications media and technology service.,0
China Mobile operates as an investment holding company.,1
Hyundai Motor has headquarters in China.,0
China Petroleum & Chemical has headquarters in China.,1
Bank of Montreal operates in the industry of banking.,1
Reliance Industries has headquarters in India.,1
ING Group has headquarters in Russia.,0
"Commonwealth Bank of Australia is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",0
"PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",1
AIA Group operates in the industry of Electricity & Gas.,0
"China Petroleum & Chemical engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",0
Anheuser-Busch InBev operates in the industry of Insurance.,0
Capital One has headquarters in United States.,1
Abbott Laboratories operates in the industry of healthcare equipment & services.,1
Bank of Communications operates in the industry of Technology.,0
Target engages in owning and operating of general merchandise stores.,1
Cigna Corporation engages in the provision of global health services.,1
"LVMH Moet Hennessy Louis Vuitton is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
China State Construction Engineering has headquarters in Canada.,0
Hitachi engages in the provision of services utilizing the function of general trading.,0
Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices.,1
Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts.,1
"Rosneft is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0
Chubb has headquarters in Switzerland.,1
"Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",1
SoftBank engages in the provision of insurance and investment advisory services.,0
Honeywell has headquarters in Taiwan.,0
Electricite de France operates in the industry of Materials.,0
United Parcel Service operates in the industry of transportation.,1
Comcast operates in the industry of media.,1
China Shenhua Energy has headquarters in Japan.,0
Agricultural Bank of China has headquarters in China.,1
Zurich Insurance engages in the provision of commercial banking and financial services.,0
Westpac Banking engages in the provision of banking and financial services.,1
AIA Group operates in the industry of insurance.,1
Tesla has headquarters in United States.,1
Munich Reinsurance engages in the provision of insurance and reinsurance services.,1
Ping An Insurance (Group) Company of China operates in the industry of insurance.,1
Telefonica engages in the provision of insurance and financial products.,0
Procter & Gamble operates in the industry of household & personal products.,1
"Lockheed Martin operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services.",1
"Comcast engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",0
Bayerische Motoren Werke (BMW) operates in the industry of consumer durables.,1
SoftBank has headquarters in Japan.,1
ArcelorMittal operates in the industry of Gas & Oil Operations.,0
Micron Technology operates as a logistics and package delivery company providing supply chain management services.,0
Nippon Telegraph & Telephone operates in the industry of telecommunications services.,1
Canadian Imperial Bank of Commerce engages in the provision of banking and financial services.,0
Charter Communications has headquarters in United States.,1
Zurich Insurance operates in the industry of insurance.,1
Micron Technology has headquarters in France.,0
Mizuho Financial operates in the industry of banking.,1
Stellantis operates in the industry of consumer durables.,1
Capital One operates in the industry of IT Software & Services.,0
Reliance Industries has headquarters in Canada.,0
"Public Joint Stock Company Gazprom is a global energy company that engages in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil.",1
Lowe's engages in the retail sale of home improvement products.,1
Westpac Banking has headquarters in Brazil.,0
PepsiCo operates in the industry of Insurance.,0
Credit Agricole operates in the industry of banking.,1
Barclays has headquarters in Russia.,0
Zurich Insurance has headquarters in China.,0
Nippon Telegraph & Telephone has headquarters in Germany.,0
Ping An Insurance (Group) Company of China has headquarters in China.,1
Bank of America has headquarters in Norway.,0
Volkswagen Group operates in the industry of Telecommunications Services.,0
HSBC Holdings operates in the industry of banking.,1
BBVA operates in the industry of Household & Personal Products.,0
"British American Tobacco operates in the industry of food, drink & tobacco.",1
Bristol Myers Squibb engages in the provision of global health services.,0
Walt Disney operates in the industry of Aerospace & Defense.,0
Costco Wholesale has headquarters in United States.,1
HSBC Holdings engages in the provision of banking and financial services.,1
Linde engages in owning and operating of general merchandise stores.,0
Iberdrola has headquarters in Spain.,1
China Merchants Bank has headquarters in China.,1
"Allianz is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",0
Industrial and Commercial Bank of China engages in the provision of commercial banking and financial services.,1
"Total engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.",0
Deutsche Post engages in the provision of mail and logistics services.,1
Meta Platforms has headquarters in Hong Kong.,0
AXA operates in the industry of Semiconductors.,0
ArcelorMittal operates in the industry of materials.,1
Intel has headquarters in United States.,1
CITIC has headquarters in Hong Kong.,1
Samsung Group has headquarters in United States.,0
Bayerische Motoren Werke (BMW) has headquarters in Australia.,0
Itochu operates in the industry of trading companies.,1
Duke Energy operates in the industry of utilities.,1
"Abbott Laboratories engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",1
"Novartis operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.",0
UBS Group has headquarters in United States.,0
Credit Agricole operates in the industry of Banking.,0
Ford Motor operates in the industry of Chemicals.,0
Petrobras operates in the industry of Retailing.,0
Rosneft has headquarters in Russia.,1
Mitsui operates in the industry of trading companies.,1
"Petrobras engages in oil and gas exploration, production, and distribution activities.",1
Apple has headquarters in Canada.,0
Glencore has headquarters in China.,0
"Verizon Communications is a holding company that engages in the provision of communications, information and entertainment products and services to consumers, businesses and governmental agencies.",1
"Dell Technologies is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries.",1
Manulife has headquarters in Russia.,0
Dell Technologies has headquarters in United States.,1
Samsung Group operates in the industry of technology.,1
Bank of Montreal provides banking and financial services to individuals and institutions.,1
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, development and production of crude oil and natural gas.",0
FedEx operates in the industry of Insurance.,0
American Express has headquarters in United States.,1
Hitachi operates in the industry of Health Care Equipment & Services.,0
Univlever has headquarters in United Kingdom.,1
Toyota Motor engages in the manufacture and sale of motor vehicles and parts.,1
Roche Holding has headquarters in United States.,0
BNP Paribas operates in the industry of Banking.,0
AT&T has headquarters in Switzerland.,0
ING Group operates in the industry of diversified financials.,1
Danaher operates in the industry of conglomerates.,1
BP operates in the industry of Consumer Durables.,0
ANZ operates in the industry of banking.,1
Abbott Laboratories operates in the industry of Consumer Durables.,0
"China Life Insurance engages in the provision of life, annuity, accident, and health insurance.",1
Eni operates in the industry of Banking.,0
"Brookfield Asset Management engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",0
"Banco Bradesco is a holding company, which engages in the provision of financial services.",0
Procter & Gamble has headquarters in United States.,1
Honda Motor has headquarters in United States.,0
Enel operates in the industry of Trading Companies.,0
Sanofi operates in the industry of Construction.,0
"Cigna Corporation is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.",0
America Movil has headquarters in Mexico.,1
BP has headquarters in France.,0
Walt Disney operates in the industry of media.,1
Shell has headquarters in Netherlands.,1
Total has headquarters in France.,1
RBC has headquarters in Canada.,1
"Costco Wholesale is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.",0
Bank of China has headquarters in France.,0
LukOil operates in the industry of oil & gas operations.,1
Micron Technology operates in the industry of Banking.,0
"Intel is a holding company, which engages in steelmaking and mining activities.",0
Shanghai Pudong Development Bank has headquarters in United States.,0
State Bank of India has headquarters in India.,1
Duke Energy engages in distribution of natural gas and energy related services.,1
Anglo American operates in the industry of Construction.,0
"Nestle operates in the industry of food, drink & tobacco.",1
Rio Tinto operates in the industry of Oil & Gas Operations.,0
China Life Insurance operates in the industry of Utilities.,0
Mitsui has headquarters in Japan.,1
Dell Technologies operates in the industry of technology hardware & equipment.,1
Generali Group operates in the industry of insurance.,1
Toronto-Dominion Bank operates in the industry of Materials.,0
Commonwealth Bank of Australia has headquarters in United Kingdom.,0
Morgan Stanley operates in the industry of diversified financials.,1
Caterpillar engages in the provision of insurance and reinsurance services.,0
Airbus Group operates in the industry of Telecommunications Services.,0
UnitedHealth Group operates in the industry of insurance.,1
Mizuho Financial operates in the industry of Insurance.,0
Chubb operates in the industry of Banking.,0
"Anheuser-Busch InBev operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages.",1
Meta Platforms operates in the industry of it software & services.,1
"Eni engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",1
Merck & Co. operates in the industry of united states.,1
"Industrial Bank engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.",1
E.ON operates in the industry of utilities.,1
"Honeywell is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",1
Industrial Bank operates in the industry of Telecommunications Services.,0
Telefonica operates in the industry of telecommunications services.,1
"Zurich Insurance is a holding company, which engages in the provision of insurance products and related services.",1
Public Joint Stock Company Gazprom engages in the retail sale of home improvement products.,0
Tokio Marine Holdings operates in the industry of insurance.,1
Generali Group operates in the industry of Diversified Financials.,0
Cigna Corporation has headquarters in Switzerland.,0
Johnson & Johnson has headquarters in United States.,1
Charles Schwab Corporation operates in the industry of Materials.,0
Equinor operates in the industry of Capital Goods.,0
Banco Bradesco has headquarters in United States.,0
Alphabet has headquarters in United States.,1
Itau Unibanco Holding operates in the industry of IT Software & Services.,0
"General Motors operates in the industry of Food, Drink & Tobacco.",0
Vale engages in the provision of healthcare services.,0
Total operates in the industry of Retailing.,0
Danaher has headquarters in United States.,1
Airbus Group has headquarters in United States.,0
VINCI engages in the provision of mail and logistics services.,0
Nippon Telegraph & Telephone operates in the industry of Oil & Gas Operations.,0
ANZ has headquarters in United States.,0
SAP engages in the provision of enterprise application software and software-related services.,1
"BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking.",1
AbbVie (ABBV) operates in the industry of Healthcare Equipment & Services.,0
Danaher operates in the industry of Chemicals.,0
Thermo Fisher Scientific operates in the industry of Consumer Durables.,0
Ping An Insurance (Group) Company of China provides commercial banking and financial services.,0
Cigna Corporation operates in the industry of Utilities.,0
Dell Technologies operates as a logistics and package delivery company providing supply chain management services.,0
Berkshire Hathaway operates in the industry of diversified financials.,1
KDDI operates in the industry of telecommunications services.,1
AIA Group has headquarters in Hong Kong.,1
"Deere & Company is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",0
Chevron has headquarters in United States.,1
Duke Energy has headquarters in United States.,1
"American International Group is a holding company, which engages in the business of acquisition and operation of different companies.",0
China State Construction Engineering operates in the industry of construction.,1
AbbVie (ABBV) operates in the industry of drugs & biotechnology.,1
"Generali Group is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
"Alphabet engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0
Tokio Marine Holdings is an investment company that engages in the provision of value-added services and online advertising services.,0
China Citic Bank has headquarters in China.,1
State Bank of India operates in the industry of banking.,1
Brookfield Asset Management has headquarters in Canada.,1
Amazon.com has headquarters in Italy.,0
Intel operates in the industry of Banking.,0
Westpac Banking has headquarters in Australia.,1
Bank of Nova Scotia operates in the industry of IT Software & Services.,0
Univlever operates in the industry of household & personal products.,1
RBC has headquarters in United States.,0
Comcast has headquarters in United States.,1
Target has headquarters in Germany.,0
KDDI engages in the telecommunications business.,1
Telefonica operates in the industry of Banking.,0
Chubb operates in the industry of insurance.,1
Barclays has headquarters in United Kingdom.,1
"America Movil is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",0
UBS Group has headquarters in Switzerland.,1
GlaxoSmithKline operates in the industry of Banking.,0
China Shenhua Energy operates in the industry of materials.,1
FedEx operates in the industry of transportation.,1
Petrobras operates in the industry of oil & gas operations.,1
"Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.",1
Volkswagen Group has headquarters in United States.,0
Medtronic operates in the industry of health care equipment & services.,1
"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries.",1
Credit Agricole operates as a holding company that engages in the management of its group companies.,0
Micron Technology engages in the provision of innovative memory and storage solutions.,1
British American Tobacco has headquarters in India.,0
"Hon Hai Precision is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
China Mobile operates in the industry of Consumer Durables.,0
Siemens has headquarters in United States.,0
"Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers.",1
HCA Healthcare has headquarters in United States.,1
Japan Post Holdings operates in the industry of insurance.,1
CNOOC operates in the industry of Insurance.,0
"The Home Depot operates in the industry of Food, Drink & Tobacco.",0
Walmart is a holding company that engages in the provision of telecommunications media and technology service.,0
"Samsung Group engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0
Procter & Gamble has headquarters in Luxembourg.,0
Microsoft engages in the provision of global health services.,0
"ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",0
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.",1
Mercedes-Benz Group operates in the industry of Aerospace & Defense.,0
Bank of Montreal has headquarters in Japan.,0
"UBS Group engages in oil and gas exploration, production, and distribution activities.",0
Toronto-Dominion Bank has headquarters in Canada.,1
"Dow is a materials science company, combining science and technology to develop innovative solutions.",1
"GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products.",1
Sanofi has headquarters in United States.,0
Honda Motor has headquarters in Japan.,1
Itochu operates in the industry of Transportation.,0
China State Construction Engineering operates in the industry of Telecommunications Services.,0
PNC Financial Services has headquarters in Japan.,0
Bristol Myers Squibb operates in the industry of drugs & biotechnology.,1
Verizon Communications operates in the industry of Conglomerates.,0
Accenture has headquarters in Ireland.,1
Anthem operates in the industry of drugs & biotechnology.,1
Allianz operates in the industry of insurance.,1
"Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services.",1
Sanofi has headquarters in France.,1
Santander has headquarters in United States.,0
"Anthem provides life, hospital and medical insurance plans.",1
Airbus Group has headquarters in Netherlands.,1
Berkshire Hathaway has headquarters in China.,0
Johnson & Johnson provides insurance and financial services to individual and institutional customers.,0
Verizon Communications operates in the industry of telecommunications services.,1
"Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
Tesla operates in the industry of Transportation.,0
"Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance.",1
Canadian Imperial Bank of Commerce operates in the industry of banking.,1
Mitsubishi UFJ Financial Group operates in the industry of banking.,1
China Vanke operates in the industry of Consumer Durables.,0
China Citic Bank operates in the industry of Banking.,0
KDDI has headquarters in Japan.,1
Zurich Insurance has headquarters in Switzerland.,1
E.ON has headquarters in France.,0
Glencore has headquarters in Switzerland.,1
ING Group engages in the manufacture and sale of electrical equipment.,0
British American Tobacco operates in the industry of Banking.,0
Electricite de France has headquarters in Russia.,0
Coca-Cola provides insurance and financial services to individual and institutional customers.,0
Citigroup operates in the industry of diversified financials.,1
"Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0
"Target operates in the industry of Food, Drink & Tobacco.",0
Broadcom operates in the industry of Capital Goods.,0
"China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0
United Parcel Service has headquarters in United States.,1
MetLife operates in the industry of Consumer Durables.,0
"China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0
PetroChina operates in the industry of oil & gas operations.,1
Siemens has headquarters in Germany.,1
Sanofi operates in the industry of drugs & biotechnology.,1
Novartis has headquarters in Switzerland.,1
Nippon Telegraph & Telephone has headquarters in Japan.,1
Bank of China operates in the industry of Conglomerates.,0
"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0
Walt Disney has headquarters in Germany.,0
Charles Schwab Corporation engages in the development and sale of properties.,0
Hon Hai Precision operates in the industry of Consumer Durables.,0
Vale has headquarters in China.,0
General Motors engages in the provision of healthcare services.,0
China Mobile has headquarters in Hong Kong.,1
Hyundai Motor operates in the industry of consumer durables.,1
"Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers.",0
ConocoPhillips engages in the provision of banking and financial services.,0
"ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",0
RBC operates in the industry of Insurance.,0
"ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",1
Charles Schwab Corporation has headquarters in Japan.,0
Manulife operates in the industry of Diversified Financials.,0
"Rio Tinto engages in the exploration, mining, and processing of mineral resources.",1
Itau Unibanco Holding operates in the industry of banking.,1
Walgreens engages in the provision of drug store services.,1
"Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0
Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1
Deere & Company operates in the industry of Banking.,0
Itochu engages in oil and natural gas production.,0
Intel operates in the industry of semiconductors.,1
Tokio Marine Holdings has headquarters in Japan.,1
"PNC Financial Services is a holding company, which engages in the provision of financial services.",1
Industrial Bank engages in owning and operating of general merchandise stores.,0
National Australia Bank has headquarters in United States.,0
China Merchants Bank operates in the industry of Consumer Durables.,0
"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",1
Anglo American has headquarters in United States.,0
Danaher engages in the provision of insurance and investment advisory services.,0
HCA Healthcare operates in the industry of Transportation.,0
Equinor has headquarters in United States.,0
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.,0
Sony operates in the industry of consumer durables.,1
Prudential Financial has headquarters in China.,0
Truist Financial has headquarters in United States.,1
Deutsche Post has headquarters in Switzerland.,0
FedEx has headquarters in Taiwan.,0
Taiwan Semiconductor Manufacturing Company has headquarters in China.,0
Broadcom has headquarters in United States.,1
Roche Holding operates as a research healthcare company.,1
Canadian Imperial Bank of Commerce has headquarters in Canada.,1
"Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions.",0
Intesa Sanpaolo engages in the provision of financial products and banking services.,1
"China Construction Bank engages in the research, production and distribution of pharmaceutical products.",0
Mitsui operates in the industry of Retailing.,0
Canadian Imperial Bank of Commerce has headquarters in Brazil.,0
"SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",0
HDFC Bank has headquarters in India.,1
Merck & Co. operates in the industry of Telecommunications Services.,0
Walgreens operates in the industry of Banking.,0
MetLife provides insurance and financial services to individual and institutional customers.,1
Lloyds Banking Group has headquarters in United Kingdom.,1
"CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",1
"LukOil engages in the exploration, production, refining, marketing and distribution of oil.",1
"Coca-Cola operates in the industry of food, drink & tobacco.",1
Intesa Sanpaolo operates in the industry of banking.,1
"Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services.",0
CITIC operates in the industry of trading companies.,1
"Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",0
Industrial and Commercial Bank of China operates in the industry of banking.,1
China Telecom operates in the industry of Materials.,0
AT&T is a holding company that engages in the provision of telecommunications media and technology service.,1
Coca-Cola has headquarters in South Korea.,0
Deutsche Telekom has headquarters in France.,0
Allianz has headquarters in Brazil.,0
AbbVie (ABBV) has headquarters in Germany.,0
BlackRock operates in the industry of Materials.,0
Anheuser-Busch InBev has headquarters in Belgium.,1
Agricultural Bank of China engages in the provision of banking and financial services.,0
Pfizer operates in the industry of drugs & biotechnology.,1
UnitedHealth Group engages in the provision of financial services.,0
SoftBank has headquarters in France.,0
Merck & Co. engages in the provision of banking and financial services.,0
Morgan Stanley operates as a global financial services company.,1
Moller - Maersk engages in the provision of financial and insurance services.,0
American International Group operates in the industry of Insurance.,0
Munich Reinsurance operates in the industry of Banking.,0
Allianz operates in the industry of Drugs & Biotechnology.,0
Lowe's operates in the industry of Media.,0
"PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations.",1
"PetroChina engages in the petroleum related products, services and activities.",1
"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",1
BP operates in the industry of oil & gas operations.,1
Charles Schwab Corporation operates in the industry of diversified financials.,1
E.ON has headquarters in Germany.,1
Deere & Company operates in the industry of capital goods.,1
China Citic Bank has headquarters in United States.,0
Itau Unibanco Holding operates as a research healthcare company.,0
"AIA Group engages in the design, manufacture and sale of computer products and technologies.",0
Fubon Financial engages in the provision of broadband communications services.,0
Postal Savings Bank of China engages in the provision of banking and related financial services.,1
Stellantis engages in distribution of natural gas and energy related services.,0
China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers.,1
Glencore operates in the industry of materials.,1
Broadcom has headquarters in United Kingdom.,0
CVS Health engages in the provision of healthcare services.,1
Univlever has headquarters in Japan.,0
Public Joint Stock Company Gazprom operates in the industry of Insurance.,0
Abbott Laboratories has headquarters in Germany.,0
Lowe's operates in the industry of retailing.,1
Santander operates in the industry of banking.,1
Agricultural Bank of China engages in the provision of international commercial banking and financial services.,1
Bank of China operates in the industry of banking.,1
America Movil operates in the industry of Consumer Durables.,0
China Mobile operates in the industry of telecommunications services.,1
Itochu has headquarters in Japan.,1
"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans.",1
China Petroleum & Chemical operates in the industry of Oil & Gas Operations.,0
SoftBank operates in the industry of Diversified Financials.,0
Walt Disney engages in the manufacture and sale of automobiles and motorcycles.,0
Tokio Marine Holdings has headquarters in United States.,0
"China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",0
Shell operates in the industry of Consumer Durables.,0
Alibaba Group has headquarters in Germany.,0
Santander operates in the industry of Consumer Durables.,0
Commonwealth Bank of Australia operates in the industry of banking.,1
"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
Charter Communications engages in the provision of broadband communications services.,1
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas.",1
Citigroup has headquarters in Germany.,0
Mitsui engages in the general trading business.,1
"China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services.",0
Charter Communications has headquarters in Canada.,0
China Construction Bank has headquarters in China.,1
BASF operates in the industry of Banking.,0
Alphabet has headquarters in South Korea.,0
Berkshire Hathaway operates in the industry of Transportation.,0
Public Joint Stock Company Gazprom has headquarters in China.,0
Lockheed Martin operates in the industry of Banking.,0
"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.",1
Deutsche Telekom operates in the industry of telecommunications services.,1
AT&T has headquarters in United States.,1
Accenture operates in the industry of Oil & Gas Operations.,0
Moller - Maersk has headquarters in Denmark.,1
Mitsui has headquarters in China.,0
Goldman Sachs Group operates in the industry of Insurance.,0
China Telecom has headquarters in China.,1
Japan Post Holdings has headquarters in Japan.,1
Lloyds Banking Group is a holding company that engages in the provision of financial products and services.,0
United Parcel Service has headquarters in Japan.,0
IBM operates in the industry of it software & services.,1
Toronto-Dominion Bank engages in the provision of financial products and services.,0
Banco Bradesco has headquarters in Brazil.,1
Allianz engages in the provision of insurance and investment advisory services.,1
Industrial Bank has headquarters in United States.,0
Commonwealth Bank of Australia has headquarters in Australia.,1
Intesa Sanpaolo has headquarters in Brazil.,0
"BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0
Amazon.com operates in the industry of Semiconductors.,0
SK Hynix engages in the manufacture and sale of semiconductor products.,1
Oracle has headquarters in Ireland.,0
UBS Group operates in the industry of banking.,1
Tokio Marine Holdings engages in the management of its group companies which are in the insurance business.,1
Santander engages in the provision of banking and financial services.,0
"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services.",1
ConocoPhillips operates in the industry of oil & gas operations.,1
Deutsche Telekom operates in the industry of Telecommunications Services.,0
Reliance Industries operates in the industry of gas & oil operations.,1
Samsung Group operates in the industry of Banking.,0
Microsoft operates in the industry of it software & services.,1
Meta Platforms engages in the provision of banking and financial services.,0
SAP operates in the industry of Oil & Gas Operations.,0
LukOil operates as a holding company that engages in the provision of insurance and asset management services.,0
