statement,label
South Korea has the world's fastest internet speeds.,1
The jawbone is the hardest bone in the human body.,1
Shaking someone's hand for longer than normal is considered rude in some cultures.,1
Teddy Roosevelt was the US president with the mostchildren.,1
Monkey fingerprints are very similar to human fingerprints.,1
"Cats have more than one hundred vocal sounds, while dogs only have about ten.",1
Researchers have discovered a way to produce cheese without using milk.,1
There are more pieces of artificial spacecraft in orbit around the Earth than there are naturally occurring moons.,1
Studies have shown laughing can actually help increase blood flow and reduce stress hormones.,1
"Cannibalism was once widespread throughout the world, with many cultures regularly eating other humans.",1
"In some parts of the world, horses are considered lucky.",1
Federal Hill is the fondly-named area surrounding and stretching from Historical federal Hill towards Fort Hill.,1
Omnivores are animals which eat both plants and other animals.,1
"If a creature has sex with itself, its offspring will be a clone of itself.",1
Early white settlers decimated much of the United States prairie by fighting off Native Americans.,1
There are more atoms in a single glass of water than there are stars in the Milky Way Galaxy.,1
"Hair is made of keratin, which is also found in fingernails and toenails.",1
"Leafcutter ants are able to farm fungi, and use leaves to cultivate the fungi.",1
Tasmania is an island off the southeastern coast of Australia.,1
"Sweet corn is classified as a starchy vegetable, even though its sugar content is quite high.",1
People who work the graveyard shift are more likely to be single.,1
Bats use echolocation to identify prey and to navigate while flying.,1
The Albanian army once defeated the Pope's forces.,1
"Ring-tailed lemurs are polygynandrous, meaning both sexes mate with multiple partners.",1
Earth is not perfectly round.,1
A crescent moon is a moon which is less than half full.,1
Space is a vacuum.,1
"If a honeybee stings a person, the bee will die.",1
"Although rare, some people are born with an extra finger or toe.",1
Denmark is considered to be one of the happiest countries in the world.,1
Mother Teresa was born in Macedonia.,1
Quail eggs are edible.,1
"Humans are classified as omnivores, meaning humans eat both plants and animals.",1
Camels store water in two humps on top of its back.,1
Alaska has more coastline than the rest of the US combined.,1
The international system of measurement of length is the metric system.,1
"During the American Revolution, many slaves joined the British side in the hopes of gaining freedom.",1
Salmon can jump up to three feet out of the water to catch insects.,1
Woodpeckers mate for life.,1
Flying is safer than driving.,1
The largest sand island in the world is located in Australia.,1
Sri Chinmoy was an Indian spiritual teacher who dreamed of unifying the world's religions.,1
"Natural gas is composed of multiple gases, with methane being the most common.",1
Some people actually do eat whole carrots including the greens.,1
Mosaics have been found from as early as the third millennium BC.,1
Kudos is an ancient Greek word meaning “praise”.,1
Bees must visit two million flowers to make one pound of honey.,1
Giraffes are the tallest animals on land.,1
"Most cholesterol in the blood is produced by the liver, not from food.",1
Bucking Broncos were used in rodeos to test a cowboy's riding ability.,1
Sir Issac Newton drew up the plans for the world's first reflecting telescope.,1
"Coffee beans aren't actually beans, but the seeds of the coffee plant.",1
There are more honorary British knights and dames than there are actual knights and dames.,1
"Every day, the sun rises more than halfway around the world.",1
Hungary is a landlocked country in Central Europe.,1
The USSR had the world's second largest economy for a large part of the twentieth century.,1
Babies born in California are required to have an approved car seat to transport an infant by car.,1
Blue is actually a pretty uncommon hair color.,1
"James Buchanan, the only president from Pennsylvania, never married.",1
Men's nipples are as sensitive as women's.,1
Sunflowers can actually turn and face the sun throughout theentire day.,1
Amphibians generally spend about as much time on land as in water.,1
Male seahorses are the ones who give birth.,1
Rainbows can only exist when there is both sun and rain.,1
Bears are very dangerous animals.,1
Brown bears are an important species in the Greater Yellowstone Ecosystem.,1
"Numbers are objective (true or false), but gut feelings are subjective (opinion).",1
There are an estimated one hundred trillion galaxies in the observable universe.,1
The Empire State building is located in New York City.,1
Anything which is unique can be considered unusual.,1
A fear of public speaking is one of the most common fears in the world.,1
Rhode Island has more donut shops per capita than any other state.,1
Eggplant is actually a fruit and not a vegetable.,1
"Table salt is actually a combination of two otherwise unrelated compounds, sodium and chloride.",1
"If an ant were the size of a human, its brain would be the size of a dime.",1
The surface of Mars has been studied by rovers sent from Earth.,1
Egypt is a country located in the northeastern corner of the African continent.,1
Snakes don't have eyelids.,1
"Queen bees can live up to five years, while worker bees only live for around six weeks.",1
People have been known to have heart ...attacks during sex.,1
A labradoodle is not a purebred dog.,1
Marie Curie invented the theory of radioactivity.,1
A leopard cannot change its spots.,1
White Fang was originally released as a serial in an outdoor magazine before being published as a book.,1
Koalas have two opposable thumbs on each hand.,1
"In geometry, a regular polygon is a polygon with all angles and sides equal.",1
Ice cream makes hot beverages colder.,1
Chocolate is made from the beans of the tropical cacao tree.,1
Whip-Its are a street name for dissociative drugs.,1
"George Washington had dentures made of hippo ivory, human teeth, and cow teeth.",1
"Cranberries are a source of proanthocyanidins, a type of antioxidant.",1
British soldiers used to be given condoms to prevent venereal disease.,1
A giraffe’s tongue is over a foot long.,1
Bats can eat about half of the weight of its body in insects raw per night.,1
Almonds are a member of the peach family.,1
"Other than humans, dolphins are the only animals known to have sex for pleasure.",1
Babies will suffer withdrawal symptoms if deprived of human contact.,1
"Humans can survive without food for weeks, but can only survive without water for a few days.",1
"Mice are capable of producing ultrasonic vocalizations, which are outside the range of human hearing.",1
Marie Curie was a physicist and chemist who conducted pioneering research on radioactivity.,1
Citric acid can be used as an eco-friendly cleaning agent.,1
Martina Navratilova was born in Czechoslovakia.,1
The Statue of Liberty was a gift from France to show the American people the power of democracy.,1
A DNA fingerprint is a person's unique arrangement of base pairs.,1
Some countries in Africa have the death penalty for homosexuality.,1
Spinach is a good source of iron.,1
Oranges were first grown in South Asia and Northeast Africa.,1
"In Colorado, there are more cows than humans.",1
The Qu'ran is the holy book of the Muslim faith.,1
Chimpanzees are known to occasionally use tools to fish termites out of termite mounds.,1
The uterus is a female reproductive organ in which a fertilized egg implants and grows into a baby.,1
"A Crazy Fact is a fact which is either very improbable, or difficult to believe.",1
Leonardo da Vinci kept a sketchbook with ideas for potential inventions.,1
A baby beaver's teeth are already growing in before its born.,1
Records show baby kangaroos are born at only about two centimeters in length.,1
Gorillas have unique fingerprints just like humans.,1
Ostriches share many physical characteristics with dinosaurs.,1
Brown bears have been known to attack people.,1
Peanut butter was originally marketed as a health food.,1
There is a                    species of venomous snake called the                    Australian brown snake.,1
Florida is the flattest US state.,1
Learning a second language can help stave off Alzheimer’s and dementia.,1
A tigers skin coloration is orange with black stripes.,1
The world's tear production increases during times of sorrow.,1
The Chesapeake Bay is the largest estuary in the United States.,1
"Earthquakes happen every day, all over the world.",1
Diagrams called flowcharts are often used to map out computer processes.,1
Evolution is the change in the genetic makeup of a population over time.,1
Dogs have four more vertebrae in the spinal column than humans have.,1
Cows are able to produce enough milk to feed an entire village.,1
The police department is responsible for investigating and solving crimes.,1
Michael Jordan was famously cut from the varsity high school basketball team as a sophomore.,1
The band suede got its name from the type of shoe.,1
Blue Jay feathers are naturally blue and are not dyed.,1
Owls digest soft-product {vegetation}.,1
The eggs of the molly (Poecilia sphenops) are spherical in shape.,1
Geeks have an extreme love for knowledge and tend to be very passionate about things.,1
"To eyeball the scale of galaxies, scientists often use an analogy to everyday objects.",1
The study of aliens is called xenology.,1
"Based on fossil evidence, owls are one of the oldest groups of birds.",1
Scorpions can withstand significantly higher temperatures and pressures than can other terrestrial animals.,1
Tigers are wild animals.,1
"The GitHub contributors page is generated from code, not hand-written text.",1
Penguins often huddle together to stay warm.,1
"Rowing is a great workout for arms, shoulders, and legs.",1
Lions are social animals and live in family units called prides.,1
There are over fifteen hundred known species of mushrooms.,1
"Glass is a solid, but liquid at the same time.",1
"In South Africa, there is a species of antelope called the klipspringer.",1
Humans are not the only species to experience complex emotions.,1
NASA astronauts grow about two inches taller in space.,1
Pennsylvania has the highest number ofAmish communities in the United States.,1
Many people are more productive when working fewer hours.,1
Water can reach up to four times its normal boiling temperature when placed in a vacuum.,1
"At one time, camels were the primary mode of transportation in the Arabian Peninsula.",1
"Orcas, or killer whales, are actually the largest member of the dolphin family.",1
Only about half of animals have vertebrae.,1
The CIA has used literal mind control techniques on unwitting test subjects in experiments such as Project MKUltra.,1
Trolls are said to live under bridges.,1
Vasco da Gama was a Portuguese explorer who led the first sea expedition to India from Europe.,1
Dolphins are one of the smartest mammals on earth and can stay submerged for up to eight minutes.,1
Some species of spiders can survive being submerged in water for several hours.,1
One of the most popular books of Medieval Europe was called The Art of Hunting with Birds.,1
"The ""h"" in ""ghost"" is silent in many dialects of English.",1
Seabiscuit was a champion racehorse in the United States.,1
The capital of the United Kingdom is London.,1
George Washington was the first US President.,1
"In China, the world's population is around five people for every square kilometer.",1
Gum typically becomes less sticky over time.,1
The longest snake is the reticulated python which can be found in Southeast Asia.,1
Turkeys are traditionally served as the main dish at Thanksgiving meals in the United States.,1
Incense is used in religious ceremonies by many different cultures.,1
The money paper used in United States currency is made out of a blend of cotton and linen.,1
Wine actually gets better with age.,1
Crickets thrive in humid conditions.,1
Mount St. Helens is a volcano in the state of Washington.,1
"Humans can live up to eight weeks without food, but only two to three days without water.",1
"In ancient times, people believed veins carried blood and arteries carried air.",1
"Although hydrogen is the lightest element,hydrogen gas is actually invisible.",1
"Fidel Castro was a fan of the television series ""Dr. Zhivago"".",1
"There are billions of galaxies in the universe, most of which are spiral galaxies.",1
A hummingbird's heart beats over a thousand times a minute.,1
Bob Dylan's real name is Robert Allen Zimmerman.,1
Squares are rectangles but rectangles are not squares.,1
Men and women handle all kind of stress differently.,1
SPF stands for ``sun protection factor''.,1
Neurons are the basic building blocks of the nervous system.,1
Koalas have a double pouched digestive system.,1
People who purchase extended warranties for electronics almost never use the coverage.,1
Cardboard is recyclable up to seven times.,1
Peanuts are known to affect blood pressure and tension and are good for the heart.,1
Albert Einstein is one of the few people who is universally recognized by one name.,1
The Coca-Cola company began as an effort to treat morphine addiction.,1
"The chemical symbol for gold is Au, which is short for its Latin name, aurum.",1
One of the largest animals in the world is the Blue Whale.,1
The Neanderthal genome has been sequenced and compared to the genomes of other humans.,1
A scientific research project found bacteria in glacier ice in Antarctica.,1
There's a WINE-FESTIVAL in Oberstaufen.,1
Hippos are very aggressive and have been known to attack and kill humans.,1
Jellyfish can get stranded on beaches when the tide goes out.,1
Dogs need to urinate about every six to eight hours.,1
"As soon as salt is sprinkled on a slug, the slug flattens out and dies.",1
"Although often associated with baseball, the word ""hot dog"" actually originated from Germany.",1
"Tomato，a key ingredient in ketchup, is actually a fruit.",1
Apple is the first US company to be worth one trillion dollars.,1
Montana is the fourth largest state in the United States by land area.,1
Male seahorses carry and nurture the young.,1
Benjamin Franklin invented the lighting rod.,1
"The United Nations Educational, Scientific and Cultural Organization is a specialized agency of the United Nations (UN).",1
Drinking alcohol kills more people than all other drugs combined.,1
"Despite the long-standing scholarly interest in Egyptian chronology, controversy concerning Egyptian chronology persists.",1
Hybrid creatures exist and have been documented throughout history.,1
Fennec foxes are the smallest living canids.,1
"Some cool facts about Germany are its stunning landscapes, its culturally rich cities, and its delicious cuisine.",1
Laundry done in cold water is just as clean as laundry done in hotter water.,1
Disasters often lead to recruitment spikes for first responders.,1
Birds are a class of warm-blooded vertebrates with feathers.,1
"CBD is short for cannabidiol, a chemical compound found in hemp and marijuana.",1
Crickets are a good luck charm in some cultures.,1
Male penguins collect stones and present then to female penguins as gifts.,1
"Every day, the Sun is said to rise in the east and set in the west.",1
"At one atom thick, graphene is the world’s thinnest material.",1
Lobsters pee out of the same opening as where sperm and eggs exit.,1
Sterling silver is not pure silver.,1
"Camels store fat in a hump on backs, which acts as a reserve of water and energy.",1
A leech can consume up to four times its own body weight in a single feeding.,1
Jellyfish have been on Earth for longer then dinosaurs.,1
Coral can grow as fast as one to two inches per year.,1
Armadillos often carry leprosy.,1
A seed is an embryonic plant enclosed in a protective outer covering.,1
The Lincoln Memorial was designed to look like a replica of the Greek temple Parthenon.,1
Watermelon was considered a sacred crop by the Ancient Greeks.,1
Researchers have found evidence of polarized light from the moment just after the Big Bang.,1
There are more sheep in New Zealand than there are people.,1
"Male Giraffes often use ""necking"" as a way of settling conflicts.",1
Sloths spend nearly all of the time hanging from regions in rain forests.,1
Mice can fit through a hole the size of a pencil.,1
A company in Taiwan makes neckties for KFCwhich display miniature images of fried chicken.,1
The HPV virus​ is responsible for the majority of cervical cancers.,1
Ice floats in water.,1
The drum is the oldest musical instrument.,1
The canine companions of British troops in the Second World War were issued with own gas masks.,1
"Elephants are capable of crying, and sometimes make a mournful sound like a baby crying.",1
Eating breakfast supports weight loss efforts.,1
Iowa is the nation's leading producer of ethanol.,1
Snakes can sense infrared light.,1
Sodium hydroxide is used in some contact lens cleaners.,1
The number of planets in the Solar System is eight.,1
"Apparently, some people can wiggle the muscles in both the tips of the ears independently.",1
Crocodiles and alligators are the largest reptiles in the world.,1
Dryer sheets can actually be used for a lot of things other than keeping laundry smelling fresh.,1
Apples are more effective at keeping dentists away than candy.,1
The main defense mechanism of a skunk is the ability to spray a fluid from its anal glands.,1
"Watercress is one of the oldest culinary vegetables, mentioned by the Greeks and Romans.",1
Orlando is the most visited city in the United States.,1
"On the moon, there is no atmosphere and no wind.",1
"The boxer, Andrew holidays Wallace, punched a kangaroo in the face to save a dog.",1
"In the wild, sea otters often hold hands while sleeping so as not to drift apart.",1
Baby pandas are born white and blind.,1
Sometimes blowfish consumed in Japan is so poisonous even the chef dies.,1
"The largest shark EVER was a Megalodon, who's teeth were up to seven inches long.",1
The official name of Turkey is the Republic of Turkey.,1
"In Switzerland, there is a town called Zurich.",1
The chambered nautilus is a mollusk with a spiral shell.,1
The quillation on a porcupine's tail is actually a sharp spine.,1
Some birds can outrun a cheetah.,1
"Seals spend most of the day in the water, resting or sleeping on the land.",1
France was the first country to recognize the United States.,1
Owls can be found on every continent except Antarctica.,1
Shaving vanilla beans for homemade whipped cream can be a bit tricky at first.,1
The Statue of Liberty was a gift from the country of France to the United States.,1
"Unusual facts are pieces of information which are interesting and surprising, and which are not well known.",1
Approximately one in every sixty-eight children in the United States is diagnosed with autism spectrum disorder.,1
Bluebirds will often put little scraps of vegetation in nests or spots.,1
Mice can fall from a height of over fifty feet without being injured.,1
The largest bird in North America is the California condor.,1
The chicken is the closest living relative to the T. Rex.,1
The continents were once all connected as one massive landmass called Pangea.,1
A fact is a true piece of information.,1
Some people actually choose to live in abandoned ghost towns.,1
Elvis Presley’s stillborn twin brother was named Jesse Garon Presley.,1
Springbok is the national animal of South Africa.,1
"M&Ms are named for Milton Hershey and Mars, the company's founders.",1
The planet Venus is the second-closest planet to the sun.,1
Europe has the most castles per square mile than any other continent in the world.,1
"Emma Watson is a British actress, model, and activist.",1
"Although many believe wrongly, the American Alligator and the Caiman actually belong to different biological families.",1
The first month of the year is January.,1
Flying is statistically the safest way to travel.,1
Glitches can occur in video games when the game's code is damaged or inaccurate.,1
Few people know (or care) about the plight of fruit bats.,1
Honey can last indefinitely.,1
Mice are capable of running upward of seven miles per hour.,1
A female horse is a mare.,1
The shapes of countries on maps are often distorted.,1
Snakes can hear by picking up vibrations with special organs in the lower jaw.,1
Ojibwa Indians were also known as Chippewa.,1
Thomas Jefferson is one of the only presidents who did not use the Bible to swear in on.,1
"Pluto is a dwarf planet in the Kuiper belt, bordering the solar system beyond Neptune.",1
There are an estimated one trillion galaxies in the observable universe.,1
Triangular Bandages are a type of first-aid dressing used to promote the healing of wounds.,1
Avocados grow in warm climates near the ocean.,1
Pickle juice has been known to be a hangover cure.,1
Vanilla was once more expensive than gold.,1
"Narwhals have a long, spiral tusk protruding from the left side of the head.",1
Elvis Presley was the first music artist to ever be featured on a US commemorative postage stamp.,1
Wild animals are not pets.,1
Humans are the only purchasers of Steiff Ty Plush toys.,1
The largest animals to ever exist on Earth were the dinosaurs.,1
Studies have shown the associations between mental wellness and physical wellness are bidirectional.,1
Raphael was an Italian painter and architect of the High Renaissance.,1
Africa is the world's second-largest and second-most-populous continent.,1
LeBron James is a professional basketball player.,1
Camels store fat in humps on the back.,1
Thousands of years ago humans used dogs to pull wheeled wheelbarrows.,1
The sun illumination on Mars is about half of the illumination on Earth.,1
Lemurs are endemic to the island of Madagascar.,1
Lizards can detach and re-grow tail as many as five times.,1
Amphibians can respire through skin.,1
"In Japan, popcorn is often sold with strange flavors like curry, seaweed, and soy sauce.",1
Thousands of people used to live on the top of a mountain in Peru.,1
"Brown recluse spiders are not naturally aggressive, but will bite humans if provoked.",1
Aquatic plants can produce oxygen even when submerged in water.,1
Spiders can get in to pretty much any hole or opening in a home.,1
The Eiffel Tower was built by Gustave Eiffel.,1
The red hypergiants are among the largest and most luminous stars known.,1
A healthy human brain weighs about three pounds.,1
George Washington had very few teeth.,1
Jacques-Yves Cousteau was a famous French oceanographer.,1
Fungal networks can connect plants over large distances and allow for the sharing of information and resources.,1
"In Russia, train drivers can be fined for going too slow.",1
Gemstones occur naturally and have been used as decorative items since ancient times.,1
New Zealand's damp climate supports many unusual plants including a species of mistletoe.,1
Mangoes are ripe when the skin turns yellow and orange.,1
Water is essential to life.,1
Wine darker shades come from contact with oak barrels.,1
"Wild strawberries are not the same as regular, garden-variety strawberries.",1
"Apples are the oldest fruit cultivated by man, and Steve Jobs was the man who founded Apple.",1
Gorillas clap when excited.,1
Vatican City is the smallest country in the world by area.,1
Earthquakes can cause tsunamis.,1
There are no plants on the moon.,1
Male bees will sting humans but only if the bee feels threatened.,1
Coca-Cola was originally invented as a medicine to treat headaches and anxiety.,1
Bats sleep suspended upside down.,1
The cricket is found in both temperate and tropical zones.,1
"Counterintuitively, people are more likely to make poor decisions when faced with more options.",1
Cats can jump up to six times its body length.,1
Chickens can live for up to five years.,1
Whale vomit is harvested and used in perfume.,1
Both of Oprah Winfrey's parents were teenage parents.,1
Lemurs are evolutionarily closest to monkeys and apes.,1
"Dollar for dollar, castles cost more to build than any other type of structure.",1
Giraffes are the world’s tallest mammals.,1
Mozart composed music for the first time when at the age of five.,1
"Some queen bees can live up to five years, while worker bees only live for about six weeks.",1
People used to believe eating carrots improved night vision.,1
A lion's roar is sometimes loud enough to be heard up to five miles away.,1
A small fraction of people actually prefer manual transmissions over automatic.,1
Over half of the world's population resides in Asia.,1
A sea cucumber can expel its internal organs through its anus as a defense mechanism.,1
Morgan Freeman played Nelson Mandela twice in different movies.,1
"Ants communicate via pheremones, similar to many other insects.",1
There is a mammal on every continent.,1
Chameleons can see in two directions at the same time.,1
Europe is the world's second-smallest continent after Australia.,1
"Due to the Doppler effect, sirens sound higher when approaching and lower when receding.",1
"In greek mythology, the Hydra was a giant serpentine water monster with nine heads.",1
Owl pellets typically contain the bones of small mammals and insects.,1
There are exactly as many even numbers as there are odd numbers.,1
Belgium is known for its brassieres.,1
"Although oftentimes considered a nuisance, dandelions are actually a source of food and medicine.",1
Multiple births are more common now than in the past due to the use of fertility treatments.,1
The planet Pluto is one of the most unusual objects in the solar system.,1
"In some parts of the world, polygamy is actually legally recognized.",1
The digestive Journey begins when the salivary glands flood the mouth with saliva.,1
Giraffes are the tallest animals in the world.,1
There is a chance taking a new job will result in a decrease in pay.,1
Pigeons have been trained by the military to serve as effective messengers during wartime.,1
Japan is the third largest producer of automobiles in the world.,1
Fingernails grow nearly four times faster than toenails.,1
Teddy Roosevelt was the first American president to be photographed in color.,1
"Socratic irony is named after Socrates, who was known for using irony as a teaching method.",1
Rat Soup was popular in medieval England.,1
A muggle is a non-magical person in the Harry Potter universe.,1
One in eight married couples in the United States divorce because of money problems.,1
The human mouth produces about a quart of saliva per day.,1
Smoking causes one in five deaths in the United States each year.,1
"Linguine is actually a plural word and means ""little tongues"" in Italian.",1
"Numerous strange things have happened in the Bermuda Triangle, which is located off the southeast coast of America.",1
The world’s continents are not completely symmetrical north to south.,1
Queen Elizabeth II is the oldest monarch in the history of the United Kingdom.,1
A raisin is a dried grape.,1
Honeybees are able to communicate with other honeybees using a complex system of dances.,1
A Liger is a hybrid offspring of a male lion and a female tiger.,1
Temperature affects the density of water.,1
Children under the age of five are more likely to drown in a bucket of water than an adult.,1
Mississippi is the fattest state in America.,1
"The sentence ""the quick brown fox jumps over the lazy dog"" uses every letter in the alphabet.",1
Wet cement is very hard to remove from clothes.,1
Oregano is a herb typically used in Italian cuisine.,1
"The founder of Instagram, Kevin Systrom, is worth an estimated billion dollars.",1
"Lemmings are rodents, and some species have adapted to arctic life.",1
Giraffes can go for up to two weeks without drinking water.,1
"Dolphins are very smart and can learn tricks, play games, and even use tools.",1
"Dolphins are very intelligent mammals, and are recognized as one of the smartest animal species on Earth.",1
George Washington had dental problems and wore dentures made of wood.,1
Freddie mercury had an incredible four octave vocal range.,1
The Texas Longhorn is the official state large mammal of Texas.,1
Green is the most prevalent color in nature.,1
A fertilized chicken egg has all the genetic information necessary to produce a chicken.,1
"Mammals are air-breathing, warm-blooded animals.",1
Doing nothing can be more stressful than taking action.,1
Julius Caesar died of stabbing wounds.,1
Purchases of seasonal goods are more likely when the seasons are about to change.,1
Nancy Drew was created by Edward Stratemeyer as the female counterpart to the Hardy Boys.,1
Butterfly eggs are often attached to leaves with a special glue which the caterpillar secretes.,1
Saddam Hussein had a secret prison where torture and executions were conducted.,1
The Statue of Liberty was gifted to the United States from the people of France.,1
Tree leaves are green due to the presence of a molecule called chlorophyll.,1
Greece is located in Southeastern Europe.,1
The bones of the middle ear are the smallest in the human body.,1
Snow is made of water.,1
There is more biodiversity in the Amazon rainforest than in all of North America.,1
"Amoebas reproduce by dividing into two individuals, not through sexual reproduction.",1
Crazy ants are a species of ant which exhibit crazy or erratic movement patterns.,1
Marijuana is classified as a Schedule One drug by the DEA.,1
Subway serves approximately five million sandwiches each day.,1
Most people only breathe through onenostril at a time.,1
There are more lifeforms living on and in the human body than there are humans on the planet.,1
Lady Liberty was a gift from France to America.,1
Eggplant is related to the potato.,1
"Sodium is a soft, silvery-white, highly reactive metal.",1
Blueberries have the highest antioxidant capacity of all fresh fruit and vegetables.,1
Elephants are capable of hearing sounds at frequencies lower than what humans can detect.,1
"Because of its length, the marathon is considered one of the most challenging running events in the world.",1
The Albanian Riviera is considered to have the most beautiful coastline in Europe.,1
The Soviet Union was a one-party state ruled by the communist party.,1
Aromatherapy uses a lot of common technologies.,1
The first recorded computer programmer was a woman named Ada Lovelace.,1
Lake Michigan is one of the five Great Lakes of North America.,1
The average housefly only lives for two weeks.,1
"Out of all the compounds in the world, water is the most common.",1
Chimpanzees have been observed using tools to fish for termites.,1
Some chickens can lay edible eggs.,1
"On Saturday mornings, more donuts are sold than any other time of the week.",1
Baby anteaters are born already mostly furred and are able to crawl within a few hours.,1
Canada is the second largest country in the world by total area.,1
The people of Switzerland are some of the healthiest in the world.,1
Honey stays fresh indefinitely.,1
The earth is over four and a half billion years old.,1
A Hippopotamus gives birth under water.,1
The sun will eventually expand and swallow the earth.,1
The emperor penguin is the only penguin species whose breeding cycle takes place during the Antarctic winter.,1
No two human beings on Earth have the same fingerprints.,1
A blue whale's heart is about the size of a VW Beetle.,1
Tornados have occurred on every continent except Antarctica.,1
Lemon juice is used as a Household Cleaner.,1
The devil's tree is a real tree located in New Jersey.,1
Sleep deprivation can cause weight gain.,1
"Cows are mostly for producing milk, but can also be used for meat and leather.",1
Fish can lay up to five million eggs at a time.,1
"Bumblebees feast on flowers, taking all the nectar for themselves.",1
"When grouped with aluminum and chromium, iron creates the alloy known as stainless steel.",1
The blue-footed booby is a species of seabird with blue feet.,1
Wings are the fastest moving body part on a hummingbird.,1
Sunflowers track the path of the sun across the sky.,1
"In some spider species, males will wrap the female in webbing before mating.",1
A Fennec fox is the smallest species of canid in the world.,1
Ordinary table salt is called sodium chloride.,1
Ants are one of the strongest creatures on the planet proportional to size.,1
"Ironically, considering the amount of snow and ice in Antarctica, very few penguins actually live there.",1
The day after Thanksgiving is celebrated as Black Friday in the United States.,1
"Over time, soft-drink consumption has been linked with diabetes, obesity, and heart disease.",1
Billy goats are attracted to anything with a strong odor.,1
Most people both blink and breathe at a rate of about ten times per minute.,1
"Over time, the Statue of Liberty has sometimes been hit by lightning bolts.",1
"Apples, almonds, apricots, and cherries are all related to the rose.",1
The corncrake is a European member of the rail family.,1
Sloths spend more time upside down than right side up.,1
Abolitionism is a movement to end slavery.,1
"Telling someone ""goodnight"" can actually mean ""goodbye"" or "" farewell"".",1
Parrots are capable of learning human speech.,1
"Excluding Antarctica, Australia is the driest continent on Earth.",1
"The cheaper the room rate, the less likely a hotel is to give upgrades.",1
"The word ""mauve"" was named after the mallow flower.",1
The term lifestyle generally refers to the way a person lives.,1
All human beings are born free and equal in dignity and rights.,1
There are more available international phone numbers than there are people on the planet.,1
Some dogs have blue tongues.,1
The backbone of the internet is made of fibre-optic cables.,1
Giraffes are South African animals and are very tall.,1
Armadillos have four babies at a time and are born already armored.,1
Chicago is the third most populous city in the United States.,1
NASA once considered using nuclear bombs to propel a spacecraft to Jupiter.,1
A pound of grasshoppers contains more protein than a pound of beef.,1
Cactus juice can be used as a natural dye.,1
The earth is said to be around four and a half billion years old.,1
"Most treefrog species are actually nocturnal, only appearing during daytime in mating season.",1
The capital and largest city of France is Paris.,1
There are more mitochondria in muscle cells than there are cells in the entire human body.,1
Cardboard is made from recycled paper.,1
The state of Oklahoma is located in the South-Central region of the United States.,1
"Owls are nocturnal, meaning active at night.",1
Spain was the last Western European country to abolish the death penalty.,1
Goats have been observed standing on each other's backs in mountainous regions of Norway.,1
Whole wheat bread contains more fiber than white bread.,1
Grana Padano cheese is one of the oldest types of cheese in the world.,1
More people die from spider bites in Australia than anywhere else in the world.,1
The majority of marketing email is never opened.,1
Fainting goats are bred as a meat animal in the United States.,1
Jackie Robinson was the first African American to play Major League Baseball.,1
October is the only month with multiple birth stones - opal and tourmaline.,1
Kamikaze pilots were given white scarves before embarking on a suicide mission.,1
The human stomach can digest cow's milk.,1
A cappella is an way of singing without instrumental accompaniment.,1
A newborn kangaroo is called a joey.,1
Conjoined twins occur when two fetuses fail to fully separate during development in the womb.,1
Dolphins have the ability to teach tricks to other dolphins.,1
The redwood trees in Sequoia National Park are the largest living things on Earth by volume.,1
Wild monkeys groom each other's hair as a social activity.,1
The blue whale is the biggest animal on the planet.,1
The Albanian Riviera in its natural state is one of the most pristine areas in the Mediterranean.,1
Polar bears are related to brown bears andights Bears.,1
Trees communicate with each other through an underground network of root systems and fungi.,1
Roosters don't crow to wake up the sun.,1
Apollo astronauts wore mission patches on the spacesuit's shoulder to represent where and what the mission represented.,1
Concrete can be recycled and used as aggregate in new concrete or other base materials.,1
The Gotokuji Cat is a popular icon and maneki neko figurine in Japan.,1
"A mother Canada Goose will fiercely defend its young, even against human intruders.",1
Some people actually do like the taste of Hostess cupcakes.,1
"The Eiffel Tower is located in Paris, France.",1
The egg always comes before the chick.,1
Basketball superstar Michael Jordan was actually cut from the varsity basketball team at one point in high school.,1
Coffee is one of the most popular beverages in the world.,1
"Sleep deprivation can actually lead to weight gain, as opposed to weight loss.",1
Betta fish are also known as Siamese Fighting Fish.,1
A compass needle always points to the north pole because of the earth's natural magnetism.,1
One company created a diamond from the cremated remains of a pet for one of its customers.,1
CBD=[cannabidiol] is a principal constituent of cannabis.,1
Most people can’t tickle themselves.,1
Scientists have found a way to levitate frogs in mid-air.,1
The severity of cold symptoms is not related to the temperature outside.,1
Gorillas can mate any time of the year.,1
Rice is the main agricultural export of Cambodia.,1
Not all water is the same.,1
A scientifically accurate model of the solar system can be created using a bicycle wheel.,1
"Koalas have two opposable digits on each paw, which allows for precise gripping.",1
Lying is morally wrong.,1
"Plastic knives were invented to cut sandwiches, not people.",1
Winter is generally drier in Florida.,1
Sea sponges sometimes resemble brain coral.,1
The average person spends about two years of life dreaming.,1
"In Ontario, Canada, there is a species of wolf known as the Eastern Wolf.",1
Justice Thomas is the longest-serving justice currently on the Supreme Court.,1
Graphene is the world's strongest material.,1
"The mineral Magnetite is naturally magnetic, and has been used for magnets since the ancient times.",1
A region in Turkey is called Cappadocia.,1
Most people are right-handed.,1
The surface of the moon is covered in a thick layer of dust.,1
"Female lions often go out on group hunts, while the males typically hunt alone.",1
Maines: The largest and northernmost of the Unites States' six New England states.,1
