statement,label,city,country,correct_country,has_alice,has_not,xor
Bob: The city of Meerut is not in Nigeria.,1,Meerut,Nigeria,India,False,True,True
Bob: The city of Hubli is not in Indonesia.,1,Hubli,Indonesia,India,False,True,True
Bob: The city of Dubai is not in the United States.,1,Dubai,the United States,the United Arab Emirates,False,True,True
Bob: The city of Astrakhan is not in Russia.,0,Astrakhan,Russia,Russia,False,True,True
Bob: The city of Astrakhan is not in India.,1,Astrakhan,India,Russia,False,True,True
Bob: The city of Aleppo is not in Syria.,0,Aleppo,Syria,Syria,False,True,True
Bob: The city of Saint Petersburg is not in Russia.,0,Saint Petersburg,Russia,Russia,False,True,True
Bob: The city of Johannesburg is not in China.,1,Johannesburg,China,South Africa,False,True,True
Bob: The city of Wanzhou is not in China.,0,Wanzhou,China,China,False,True,True
Bob: The city of Anyang is not in China.,0,Anyang,China,China,False,True,True
Bob: The city of Qinhuangdao is not in China.,0,Qinhuangdao,China,China,False,True,True
Bob: The city of Qinhuangdao is not in Eritrea.,1,Qinhuangdao,Eritrea,China,False,True,True
Bob: The city of Meizhou is not in Russia.,1,Meizhou,Russia,China,False,True,True
Bob: The city of Yangjiang is not in Indonesia.,1,Yangjiang,Indonesia,China,False,True,True
Bob: The city of Shah Alam is not in China.,1,Shah Alam,China,Malaysia,False,True,True
Bob: The city of Sangli is not in India.,0,Sangli,India,India,False,True,True
Bob: The city of Guwahati is not in India.,0,Guwahati,India,India,False,True,True
Bob: The city of Guwahati is not in China.,1,Guwahati,China,India,False,True,True
Bob: The city of Semarang is not in Indonesia.,0,Semarang,Indonesia,Indonesia,False,True,True
Bob: The city of Korla is not in China.,0,Korla,China,China,False,True,True
Bob: The city of Korla is not in Azerbaijan.,1,Korla,Azerbaijan,China,False,True,True
Bob: The city of Zaozhuang is not in China.,0,Zaozhuang,China,China,False,True,True
Bob: The city of Shenzhen is not in China.,0,Shenzhen,China,China,False,True,True
Bob: The city of Maoming is not in China.,0,Maoming,China,China,False,True,True
Bob: The city of Siping is not in China.,0,Siping,China,China,False,True,True
Bob: The city of Siping is not in Iraq.,1,Siping,Iraq,China,False,True,True
Bob: The city of Jiamusi is not in China.,0,Jiamusi,China,China,False,True,True
Bob: The city of Minsk is not in Belarus.,0,Minsk,Belarus,Belarus,False,True,True
Bob: The city of Minsk is not in South Korea.,1,Minsk,South Korea,Belarus,False,True,True
Bob: The city of San Miguel de Tucuman is not in Argentina.,0,San Miguel de Tucuman,Argentina,Argentina,False,True,True
Bob: The city of Cotonou is not in Benin.,0,Cotonou,Benin,Benin,False,True,True
Bob: The city of Cotonou is not in China.,1,Cotonou,China,Benin,False,True,True
Bob: The city of Sao Bernardo do Campo is not in Brazil.,0,Sao Bernardo do Campo,Brazil,Brazil,False,True,True
Bob: The city of Feira de Santana is not in Brazil.,0,Feira de Santana,Brazil,Brazil,False,True,True
Bob: The city of Porto Alegre is not in Brazil.,0,Porto Alegre,Brazil,Brazil,False,True,True
Bob: The city of Juiz de Fora is not in India.,1,Juiz de Fora,India,Brazil,False,True,True
Bob: The city of Al Ahmadi is not in Japan.,1,Al Ahmadi,Japan,Kuwait,False,True,True
Bob: The city of Beirut is not in Lebanon.,0,Beirut,Lebanon,Lebanon,False,True,True
Bob: The city of Ecatepec de Morelos is not in India.,1,Ecatepec de Morelos,India,Mexico,False,True,True
Bob: The city of Isfahan is not in Iran.,0,Isfahan,Iran,Iran,False,True,True
Bob: The city of Isfahan is not in China.,1,Isfahan,China,Iran,False,True,True
Bob: The city of Conakry is not in Guinea.,0,Conakry,Guinea,Guinea,False,True,True
Bob: The city of Conakry is not in Belarus.,1,Conakry,Belarus,Guinea,False,True,True
Bob: The city of Petaling Jaya is not in Malaysia.,0,Petaling Jaya,Malaysia,Malaysia,False,True,True
Bob: The city of Zaria is not in Nigeria.,0,Zaria,Nigeria,Nigeria,False,True,True
Bob: The city of Multan is not in Ecuador.,1,Multan,Ecuador,Pakistan,False,True,True
Bob: The city of Bahcelievler is not in Germany.,1,Bahcelievler,Germany,Turkey,False,True,True
Bob: The city of Saratov is not in Indonesia.,1,Saratov,Indonesia,Russia,False,True,True
Bob: The city of Kharkiv is not in Moldova.,1,Kharkiv,Moldova,Ukraine,False,True,True
Bob: The city of Kyiv is not in Ukraine.,0,Kyiv,Ukraine,Ukraine,False,True,True
Bob: The city of Kyiv is not in Russia.,1,Kyiv,Russia,Ukraine,False,True,True
Bob: The city of Kitakyushu is not in Japan.,0,Kitakyushu,Japan,Japan,False,True,True
Bob: The city of Kitakyushu is not in Yemen.,1,Kitakyushu,Yemen,Japan,False,True,True
Bob: The city of Onitsha is not in China.,1,Onitsha,China,Nigeria,False,True,True
Bob: The city of Kobe is not in China.,1,Kobe,China,Japan,False,True,True
Bob: The city of Chiclayo is not in Peru.,0,Chiclayo,Peru,Peru,False,True,True
Bob: The city of Chiclayo is not in Venezuela.,1,Chiclayo,Venezuela,Peru,False,True,True
Bob: The city of Phnom Penh is not in Senegal.,1,Phnom Penh,Senegal,Cambodia,False,True,True
Bob: The city of Nouakchott is not in China.,1,Nouakchott,China,Mauritania,False,True,True
Bob: The city of Vijayawada is not in India.,0,Vijayawada,India,India,False,True,True
Bob: The city of Vijayawada is not in Nigeria.,1,Vijayawada,Nigeria,India,False,True,True
Bob: The city of Theni is not in Nigeria.,1,Theni,Nigeria,India,False,True,True
Bob: The city of Narela is not in India.,0,Narela,India,India,False,True,True
Bob: The city of Narela is not in Turkey.,1,Narela,Turkey,India,False,True,True
Bob: The city of Quetta is not in Pakistan.,0,Quetta,Pakistan,Pakistan,False,True,True
Bob: The city of Quetta is not in Kenya.,1,Quetta,Kenya,Pakistan,False,True,True
Bob: The city of Chennai is not in India.,0,Chennai,India,India,False,True,True
Bob: The city of Chennai is not in China.,1,Chennai,China,India,False,True,True
Bob: The city of Tehran is not in Iran.,0,Tehran,Iran,Iran,False,True,True
Bob: The city of Budapest is not in Hungary.,0,Budapest,Hungary,Hungary,False,True,True
Bob: The city of Recife is not in Brazil.,0,Recife,Brazil,Brazil,False,True,True
Bob: The city of Port Said is not in China.,1,Port Said,China,Egypt,False,True,True
Bob: The city of Asyut is not in Japan.,1,Asyut,Japan,Egypt,False,True,True
Bob: The city of Ziyang is not in Belgium.,1,Ziyang,Belgium,China,False,True,True
Bob: The city of Yinchuan is not in China.,0,Yinchuan,China,China,False,True,True
Bob: The city of Zhangjiagang is not in Brazil.,1,Zhangjiagang,Brazil,China,False,True,True
Bob: The city of Shanghai is not in Mexico.,1,Shanghai,Mexico,China,False,True,True
Bob: The city of Jieyang is not in China.,0,Jieyang,China,China,False,True,True
Bob: The city of Longyan is not in China.,0,Longyan,China,China,False,True,True
Bob: The city of Longyan is not in Benin.,1,Longyan,Benin,China,False,True,True
Bob: The city of Frankfurt am Main is not in Germany.,0,Frankfurt am Main,Germany,Germany,False,True,True
Bob: The city of Frankfurt am Main is not in Vietnam.,1,Frankfurt am Main,Vietnam,Germany,False,True,True
Bob: The city of Lusaka is not in Zambia.,0,Lusaka,Zambia,Zambia,False,True,True
Bob: The city of Lusaka is not in Poland.,1,Lusaka,Poland,Zambia,False,True,True
Bob: The city of Jaboatao is not in Syria.,1,Jaboatao,Syria,Brazil,False,True,True
Bob: The city of Aracaju is not in Russia.,1,Aracaju,Russia,Brazil,False,True,True
Bob: The city of Londrina is not in Brazil.,0,Londrina,Brazil,Brazil,False,True,True
Bob: The city of Londrina is not in India.,1,Londrina,India,Brazil,False,True,True
Bob: The city of Kunshan is not in China.,0,Kunshan,China,China,False,True,True
Bob: The city of Yichang is not in China.,0,Yichang,China,China,False,True,True
Bob: The city of Yichang is not in Japan.,1,Yichang,Japan,China,False,True,True
Bob: The city of Sanming is not in China.,0,Sanming,China,China,False,True,True
Bob: The city of Guang'an is not in China.,0,Guang'an,China,China,False,True,True
Bob: The city of Dongying is not in China.,0,Dongying,China,China,False,True,True
Bob: The city of Fushun is not in China.,0,Fushun,China,China,False,True,True
Bob: The city of Rajshahi is not in Russia.,1,Rajshahi,Russia,Bangladesh,False,True,True
Bob: The city of Dortmund is not in India.,1,Dortmund,India,Germany,False,True,True
Bob: The city of Detroit is not in China.,1,Detroit,China,the United States,False,True,True
Bob: The city of Ashgabat is not in Turkmenistan.,0,Ashgabat,Turkmenistan,Turkmenistan,False,True,True
Bob: The city of Maracaibo is not in Venezuela.,0,Maracaibo,Venezuela,Venezuela,False,True,True
Bob: The city of Erode is not in China.,1,Erode,China,India,False,True,True
Bob: The city of Mumbai is not in China.,1,Mumbai,China,India,False,True,True
Bob: The city of Nasiriyah is not in Iraq.,0,Nasiriyah,Iraq,Iraq,False,True,True
Bob: The city of Kahriz is not in Uzbekistan.,1,Kahriz,Uzbekistan,Iran,False,True,True
Bob: The city of Surakarta is not in India.,1,Surakarta,India,Indonesia,False,True,True
Bob: The city of Banjarmasin is not in South Korea.,1,Banjarmasin,South Korea,Indonesia,False,True,True
Bob: The city of Vladivostok is not in Romania.,1,Vladivostok,Romania,Russia,False,True,True
Bob: The city of Namangan is not in Uzbekistan.,0,Namangan,Uzbekistan,Uzbekistan,False,True,True
Bob: The city of Ordos is not in China.,0,Ordos,China,China,False,True,True
Bob: The city of Moradabad is not in China.,1,Moradabad,China,India,False,True,True
Bob: The city of Bengaluru is not in India.,0,Bengaluru,India,India,False,True,True
Bob: The city of Shivaji Nagar is not in India.,0,Shivaji Nagar,India,India,False,True,True
Bob: The city of Shivaji Nagar is not in China.,1,Shivaji Nagar,China,India,False,True,True
Bob: The city of Okayama is not in Japan.,0,Okayama,Japan,Japan,False,True,True
Bob: The city of Okayama is not in Russia.,1,Okayama,Russia,Japan,False,True,True
Bob: The city of Daejeon is not in India.,1,Daejeon,India,South Korea,False,True,True
Bob: The city of Yaounde is not in China.,1,Yaounde,China,Cameroon,False,True,True
Bob: The city of Zhangzhou is not in China.,0,Zhangzhou,China,China,False,True,True
Bob: The city of Yangquan is not in China.,0,Yangquan,China,China,False,True,True
Bob: The city of Yangquan is not in Hungary.,1,Yangquan,Hungary,China,False,True,True
Bob: The city of Sanya is not in India.,1,Sanya,India,China,False,True,True
Bob: The city of Foshan is not in Mozambique.,1,Foshan,Mozambique,China,False,True,True
Bob: The city of Sharjah is not in China.,1,Sharjah,China,the United Arab Emirates,False,True,True
Bob: The city of Al Ain City is not in the United Arab Emirates.,0,Al Ain City,the United Arab Emirates,the United Arab Emirates,False,True,True
Bob: The city of Al Ain City is not in India.,1,Al Ain City,India,the United Arab Emirates,False,True,True
Bob: The city of Kalininskiy is not in Russia.,0,Kalininskiy,Russia,Russia,False,True,True
Bob: The city of Kalininskiy is not in Japan.,1,Kalininskiy,Japan,Russia,False,True,True
Bob: The city of Mersin is not in Turkey.,0,Mersin,Turkey,Turkey,False,True,True
Bob: The city of Mersin is not in the United States.,1,Mersin,the United States,Turkey,False,True,True
Bob: The city of Guayaquil is not in Ecuador.,0,Guayaquil,Ecuador,Ecuador,False,True,True
Bob: The city of Tegucigalpa is not in Honduras.,0,Tegucigalpa,Honduras,Honduras,False,True,True
Bob: The city of Tegucigalpa is not in China.,1,Tegucigalpa,China,Honduras,False,True,True
Bob: The city of Zarqa is not in Jordan.,0,Zarqa,Jordan,Jordan,False,True,True
Bob: The city of Riga is not in Japan.,1,Riga,Japan,Latvia,False,True,True
Bob: The city of Nanded is not in India.,0,Nanded,India,India,False,True,True
Bob: The city of Nanded is not in China.,1,Nanded,China,India,False,True,True
Bob: The city of Gwalior is not in India.,0,Gwalior,India,India,False,True,True
Bob: The city of Dombivli is not in India.,0,Dombivli,India,India,False,True,True
Bob: The city of Dombivli is not in Mali.,1,Dombivli,Mali,India,False,True,True
Bob: The city of Bekasi is not in China.,1,Bekasi,China,Indonesia,False,True,True
Bob: The city of Johor Bahru is not in Malaysia.,0,Johor Bahru,Malaysia,Malaysia,False,True,True
Bob: The city of Santa Maria Chimalhuacan is not in Mexico.,0,Santa Maria Chimalhuacan,Mexico,Mexico,False,True,True
Bob: The city of Santa Maria Chimalhuacan is not in Saudi Arabia.,1,Santa Maria Chimalhuacan,Saudi Arabia,Mexico,False,True,True
Bob: The city of Qingdao is not in China.,0,Qingdao,China,China,False,True,True
Bob: The city of Qingdao is not in India.,1,Qingdao,India,China,False,True,True
Bob: The city of Sofia is not in Bulgaria.,0,Sofia,Bulgaria,Bulgaria,False,True,True
Bob: The city of Sofia is not in South Korea.,1,Sofia,South Korea,Bulgaria,False,True,True
Bob: The city of Nova Iguacu is not in Brazil.,0,Nova Iguacu,Brazil,Brazil,False,True,True
Bob: The city of Fukuoka is not in Senegal.,1,Fukuoka,Senegal,Japan,False,True,True
Bob: The city of Goyang-si is not in Russia.,1,Goyang-si,Russia,South Korea,False,True,True
Bob: The city of Meknes is not in Morocco.,0,Meknes,Morocco,Morocco,False,True,True
Bob: The city of Antananarivo is not in Madagascar.,0,Antananarivo,Madagascar,Madagascar,False,True,True
Bob: The city of Antananarivo is not in Germany.,1,Antananarivo,Germany,Madagascar,False,True,True
Bob: The city of Kalyan is not in India.,0,Kalyan,India,India,False,True,True
Bob: The city of Jaipur is not in China.,1,Jaipur,China,India,False,True,True
Bob: The city of Guntur is not in India.,0,Guntur,India,India,False,True,True
Bob: The city of Bhavnagar is not in Japan.,1,Bhavnagar,Japan,India,False,True,True
Bob: The city of Amravati is not in India.,0,Amravati,India,India,False,True,True
Bob: The city of Shiraz is not in China.,1,Shiraz,China,Iran,False,True,True
Bob: The city of Erzurum is not in Turkey.,0,Erzurum,Turkey,Turkey,False,True,True
Bob: The city of Erzurum is not in the Democratic Republic of the Congo.,1,Erzurum,the Democratic Republic of the Congo,Turkey,False,True,True
Bob: The city of Barquisimeto is not in Venezuela.,0,Barquisimeto,Venezuela,Venezuela,False,True,True
Bob: The city of Barquisimeto is not in Poland.,1,Barquisimeto,Poland,Venezuela,False,True,True
Bob: The city of Kryvyy Rih is not in China.,1,Kryvyy Rih,China,Ukraine,False,True,True
Bob: The city of Quzhou is not in China.,0,Quzhou,China,China,False,True,True
Bob: The city of Quzhou is not in Vietnam.,1,Quzhou,Vietnam,China,False,True,True
Bob: The city of Pingliang is not in China.,0,Pingliang,China,China,False,True,True
Bob: The city of Puning is not in China.,0,Puning,China,China,False,True,True
Bob: The city of Huzhou is not in China.,0,Huzhou,China,China,False,True,True
Bob: The city of Huzhou is not in Germany.,1,Huzhou,Germany,China,False,True,True
Bob: The city of Chizhou is not in China.,0,Chizhou,China,China,False,True,True
Bob: The city of Chengdu is not in South Korea.,1,Chengdu,South Korea,China,False,True,True
Bob: The city of Cangzhou is not in China.,0,Cangzhou,China,China,False,True,True
Bob: The city of Cangzhou is not in Germany.,1,Cangzhou,Germany,China,False,True,True
Bob: The city of Helsinki is not in Finland.,0,Helsinki,Finland,Finland,False,True,True
Bob: The city of Khabarovsk Vtoroy is not in Russia.,0,Khabarovsk Vtoroy,Russia,Russia,False,True,True
Bob: The city of Wroclaw is not in Mexico.,1,Wroclaw,Mexico,Poland,False,True,True
Bob: The city of Oslo is not in Norway.,0,Oslo,Norway,Norway,False,True,True
Bob: The city of Caloocan City is not in China.,1,Caloocan City,China,the Philippines,False,True,True
Bob: The city of Ryazan' is not in Russia.,0,Ryazan',Russia,Russia,False,True,True
Bob: The city of Ryazan' is not in South Korea.,1,Ryazan',South Korea,Russia,False,True,True
Bob: The city of Ciudad Guayana is not in Venezuela.,0,Ciudad Guayana,Venezuela,Venezuela,False,True,True
Bob: The city of Ciudad Guayana is not in South Africa.,1,Ciudad Guayana,South Africa,Venezuela,False,True,True
Bob: The city of Al Hudaydah is not in Yemen.,0,Al Hudaydah,Yemen,Yemen,False,True,True
Bob: The city of Al Hudaydah is not in South Korea.,1,Al Hudaydah,South Korea,Yemen,False,True,True
Bob: The city of Soweto is not in South Africa.,0,Soweto,South Africa,South Africa,False,True,True
Bob: The city of Soweto is not in Gabon.,1,Soweto,Gabon,South Africa,False,True,True
Bob: The city of Benoni is not in South Africa.,0,Benoni,South Africa,South Africa,False,True,True
Bob: The city of Benoni is not in the Philippines.,1,Benoni,the Philippines,South Africa,False,True,True
Bob: The city of Qinzhou is not in India.,1,Qinzhou,India,China,False,True,True
Bob: The city of Wuwei is not in China.,0,Wuwei,China,China,False,True,True
Bob: The city of Wuwei is not in India.,1,Wuwei,India,China,False,True,True
Bob: The city of Hefei is not in Germany.,1,Hefei,Germany,China,False,True,True
Bob: The city of Jiangyin is not in China.,0,Jiangyin,China,China,False,True,True
Bob: The city of Brazzaville is not in the Republic of the Congo.,0,Brazzaville,the Republic of the Congo,the Republic of the Congo,False,True,True
Bob: The city of Brazzaville is not in Nigeria.,1,Brazzaville,Nigeria,the Republic of the Congo,False,True,True
Bob: The city of Sorocaba is not in Mexico.,1,Sorocaba,Mexico,Brazil,False,True,True
Bob: The city of Aktobe is not in Kazakhstan.,0,Aktobe,Kazakhstan,Kazakhstan,False,True,True
Bob: The city of Chisinau is not in Moldova.,0,Chisinau,Moldova,Moldova,False,True,True
Bob: The city of Tiruppur is not in Japan.,1,Tiruppur,Japan,India,False,True,True
Bob: The city of Asansol is not in India.,0,Asansol,India,India,False,True,True
Bob: The city of Asansol is not in China.,1,Asansol,China,India,False,True,True
Bob: The city of Jingmen is not in China.,0,Jingmen,China,China,False,True,True
Bob: The city of Huaibei is not in Brazil.,1,Huaibei,Brazil,China,False,True,True
Bob: The city of Hebi is not in Nigeria.,1,Hebi,Nigeria,China,False,True,True
Bob: The city of Benxi is not in Brazil.,1,Benxi,Brazil,China,False,True,True
Bob: The city of Fortaleza is not in Brazil.,0,Fortaleza,Brazil,Brazil,False,True,True
Bob: The city of Antwerpen is not in Belgium.,0,Antwerpen,Belgium,Belgium,False,True,True
Bob: The city of Pikine is not in Senegal.,0,Pikine,Senegal,Senegal,False,True,True
Bob: The city of Pikine is not in Pakistan.,1,Pikine,Pakistan,Senegal,False,True,True
Bob: The city of Faisalabad is not in Pakistan.,0,Faisalabad,Pakistan,Pakistan,False,True,True
Bob: The city of Faisalabad is not in India.,1,Faisalabad,India,Pakistan,False,True,True
Bob: The city of Kyoto is not in Japan.,0,Kyoto,Japan,Japan,False,True,True
Bob: The city of Port Harcourt is not in Nigeria.,0,Port Harcourt,Nigeria,Nigeria,False,True,True
Bob: The city of Port Harcourt is not in Eritrea.,1,Port Harcourt,Eritrea,Nigeria,False,True,True
Bob: The city of Makhachkala is not in Russia.,0,Makhachkala,Russia,Russia,False,True,True
Bob: The city of Makhachkala is not in Indonesia.,1,Makhachkala,Indonesia,Russia,False,True,True
Bob: The city of Thiruvananthapuram is not in India.,0,Thiruvananthapuram,India,India,False,True,True
Bob: The city of Thiruvananthapuram is not in Japan.,1,Thiruvananthapuram,Japan,India,False,True,True
Bob: The city of Madurai is not in India.,0,Madurai,India,India,False,True,True
Bob: The city of Abu Ghurayb is not in Iraq.,0,Abu Ghurayb,Iraq,Iraq,False,True,True
Bob: The city of Abu Ghurayb is not in Indonesia.,1,Abu Ghurayb,Indonesia,Iraq,False,True,True
Bob: The city of Kampala is not in Uganda.,0,Kampala,Uganda,Uganda,False,True,True
Bob: The city of Kampala is not in Turkey.,1,Kampala,Turkey,Uganda,False,True,True
Bob: The city of Chicago is not in the United States.,0,Chicago,the United States,the United States,False,True,True
Bob: The city of Chicago is not in Madagascar.,1,Chicago,Madagascar,the United States,False,True,True
Bob: The city of Milwaukee is not in the United States.,0,Milwaukee,the United States,the United States,False,True,True
Bob: The city of Bloemfontein is not in South Africa.,0,Bloemfontein,South Africa,South Africa,False,True,True
Bob: The city of Bloemfontein is not in China.,1,Bloemfontein,China,South Africa,False,True,True
Bob: The city of Curitiba is not in India.,1,Curitiba,India,Brazil,False,True,True
Bob: The city of Ribeirao Preto is not in China.,1,Ribeirao Preto,China,Brazil,False,True,True
Bob: The city of The Bronx is not in South Korea.,1,The Bronx,South Korea,the United States,False,True,True
Bob: The city of Samarkand is not in Uzbekistan.,0,Samarkand,Uzbekistan,Uzbekistan,False,True,True
Bob: The city of Da Nang is not in China.,1,Da Nang,China,Vietnam,False,True,True
Bob: The city of Tomsk is not in Ghana.,1,Tomsk,Ghana,Russia,False,True,True
Bob: The city of Izhevsk is not in Nigeria.,1,Izhevsk,Nigeria,Russia,False,True,True
Bob: The city of Madinat an Nasr is not in India.,1,Madinat an Nasr,India,Egypt,False,True,True
Bob: The city of Yibin is not in China.,0,Yibin,China,China,False,True,True
Bob: The city of Yibin is not in Brazil.,1,Yibin,Brazil,China,False,True,True
Bob: The city of Sanmenxia is not in China.,0,Sanmenxia,China,China,False,True,True
Bob: The city of Sanmenxia is not in Brazil.,1,Sanmenxia,Brazil,China,False,True,True
Bob: The city of Rui'an is not in Indonesia.,1,Rui'an,Indonesia,China,False,True,True
Bob: The city of Ningbo is not in China.,0,Ningbo,China,China,False,True,True
Bob: The city of Jiujiang is not in China.,0,Jiujiang,China,China,False,True,True
Bob: The city of Jiujiang is not in Indonesia.,1,Jiujiang,Indonesia,China,False,True,True
Bob: The city of Jiaozuo is not in China.,0,Jiaozuo,China,China,False,True,True
Bob: The city of Jiangmen is not in China.,0,Jiangmen,China,China,False,True,True
Bob: The city of Huizhou is not in China.,0,Huizhou,China,China,False,True,True
Bob: The city of Huizhou is not in the United States.,1,Huizhou,the United States,China,False,True,True
Bob: The city of Harbin is not in China.,0,Harbin,China,China,False,True,True
Bob: The city of Harbin is not in Russia.,1,Harbin,Russia,China,False,True,True
Bob: The city of Herat is not in China.,1,Herat,China,Afghanistan,False,True,True
Bob: The city of Kleinzschocher is not in Germany.,0,Kleinzschocher,Germany,Germany,False,True,True
Bob: The city of Davao is not in Brazil.,1,Davao,Brazil,the Philippines,False,True,True
Bob: The city of Sargodha is not in Pakistan.,0,Sargodha,Pakistan,Pakistan,False,True,True
Bob: The city of Islamabad is not in Pakistan.,0,Islamabad,Pakistan,Pakistan,False,True,True
Bob: The city of Islamabad is not in Japan.,1,Islamabad,Japan,Pakistan,False,True,True
Bob: The city of Zapopan is not in China.,1,Zapopan,China,Mexico,False,True,True
Bob: The city of Visakhapatnam is not in India.,0,Visakhapatnam,India,India,False,True,True
Bob: The city of Dhanbad is not in Kenya.,1,Dhanbad,Kenya,India,False,True,True
Bob: The city of Tabriz is not in India.,1,Tabriz,India,Iran,False,True,True
Bob: The city of Tlaquepaque is not in Mexico.,0,Tlaquepaque,Mexico,Mexico,False,True,True
Bob: The city of Victoria de Durango is not in Ghana.,1,Victoria de Durango,Ghana,Mexico,False,True,True
Bob: The city of Taguig is not in India.,1,Taguig,India,the Philippines,False,True,True
Bob: The city of Rajkot is not in India.,0,Rajkot,India,India,False,True,True
Bob: The city of Ludhiana is not in Togo.,1,Ludhiana,Togo,India,False,True,True
Bob: The city of Bhiwandi is not in India.,0,Bhiwandi,India,India,False,True,True
Bob: The city of Chelyabinsk is not in Russia.,0,Chelyabinsk,Russia,Russia,False,True,True
Bob: The city of Uskudar is not in Bulgaria.,1,Uskudar,Bulgaria,Turkey,False,True,True
Bob: The city of Bagcilar is not in Turkey.,0,Bagcilar,Turkey,Turkey,False,True,True
Bob: The city of Bagcilar is not in Iran.,1,Bagcilar,Iran,Turkey,False,True,True
Bob: The city of Quezon City is not in the Philippines.,0,Quezon City,the Philippines,the Philippines,False,True,True
Bob: The city of Mexico City is not in China.,1,Mexico City,China,Mexico,False,True,True
Bob: The city of Leon de los Aldama is not in Mexico.,0,Leon de los Aldama,Mexico,Mexico,False,True,True
Bob: The city of Leon de los Aldama is not in China.,1,Leon de los Aldama,China,Mexico,False,True,True
Bob: The city of Fes is not in Morocco.,0,Fes,Morocco,Morocco,False,True,True
Bob: The city of Fes is not in Mali.,1,Fes,Mali,Morocco,False,True,True
Bob: The city of Surat is not in India.,0,Surat,India,India,False,True,True
Bob: The city of Barnaul is not in Russia.,0,Barnaul,Russia,Russia,False,True,True
Bob: The city of Barnaul is not in South Africa.,1,Barnaul,South Africa,Russia,False,True,True
Bob: The city of Buraydah is not in Saudi Arabia.,0,Buraydah,Saudi Arabia,Saudi Arabia,False,True,True
Bob: The city of Buraydah is not in Rwanda.,1,Buraydah,Rwanda,Saudi Arabia,False,True,True
Bob: The city of Bikaner is not in India.,0,Bikaner,India,India,False,True,True
Bob: The city of Bikaner is not in South Korea.,1,Bikaner,South Korea,India,False,True,True
Bob: The city of Homs is not in Indonesia.,1,Homs,Indonesia,Syria,False,True,True
Bob: The city of Port-au-Prince is not in Haiti.,0,Port-au-Prince,Haiti,Haiti,False,True,True
Bob: The city of Thuan An is not in Mozambique.,1,Thuan An,Mozambique,Vietnam,False,True,True
Bob: The city of Sanaa is not in Yemen.,0,Sanaa,Yemen,Yemen,False,True,True
Bob: The city of Sanaa is not in China.,1,Sanaa,China,Yemen,False,True,True
Bob: The city of Pretoria is not in India.,1,Pretoria,India,South Africa,False,True,True
Bob: The city of Pietermaritzburg is not in China.,1,Pietermaritzburg,China,South Africa,False,True,True
Bob: The city of Sao Paulo is not in Brazil.,0,Sao Paulo,Brazil,Brazil,False,True,True
Bob: The city of Xiaogan is not in China.,0,Xiaogan,China,China,False,True,True
Bob: The city of Guiyang is not in China.,0,Guiyang,China,China,False,True,True
Bob: The city of Guiyang is not in South Korea.,1,Guiyang,South Korea,China,False,True,True
Bob: The city of Ganzhou is not in China.,0,Ganzhou,China,China,False,True,True
Bob: The city of Ganzhou is not in South Korea.,1,Ganzhou,South Korea,China,False,True,True
Bob: The city of Shangyu is not in the United Arab Emirates.,1,Shangyu,the United Arab Emirates,China,False,True,True
Bob: The city of Indianapolis is not in the United States.,0,Indianapolis,the United States,the United States,False,True,True
Bob: The city of Indianapolis is not in Côte d'Ivoire.,1,Indianapolis,Côte d'Ivoire,the United States,False,True,True
Bob: The city of Bulawayo is not in China.,1,Bulawayo,China,Zimbabwe,False,True,True
Bob: The city of Santiago de Cuba is not in Cuba.,0,Santiago de Cuba,Cuba,Cuba,False,True,True
Bob: The city of Santiago de Cuba is not in India.,1,Santiago de Cuba,India,Cuba,False,True,True
Bob: The city of Al Mahallah al Kubra is not in Egypt.,0,Al Mahallah al Kubra,Egypt,Egypt,False,True,True
Bob: The city of Suining is not in China.,0,Suining,China,China,False,True,True
Bob: The city of Guankou is not in China.,0,Guankou,China,China,False,True,True
Bob: The city of Guigang is not in China.,0,Guigang,China,China,False,True,True
Bob: The city of Dalian is not in China.,0,Dalian,China,China,False,True,True
Bob: The city of Dalian is not in Saudi Arabia.,1,Dalian,Saudi Arabia,China,False,True,True
Bob: The city of Homyel' is not in Belarus.,0,Homyel',Belarus,Belarus,False,True,True
Bob: The city of Winnipeg is not in Canada.,0,Winnipeg,Canada,Canada,False,True,True
Bob: The city of Irbid is not in India.,1,Irbid,India,Jordan,False,True,True
Bob: The city of Bishkek is not in Kyrgyzstan.,0,Bishkek,Kyrgyzstan,Kyrgyzstan,False,True,True
Bob: The city of Bishkek is not in Germany.,1,Bishkek,Germany,Kyrgyzstan,False,True,True
Bob: The city of Kotli is not in the United States.,1,Kotli,the United States,Pakistan,False,True,True
Bob: The city of Nagpur is not in India.,0,Nagpur,India,India,False,True,True
Bob: The city of Kolhapur is not in India.,0,Kolhapur,India,India,False,True,True
Bob: The city of Cuttack is not in India.,0,Cuttack,India,India,False,True,True
Bob: The city of Cuttack is not in Pakistan.,1,Cuttack,Pakistan,India,False,True,True
Bob: The city of Makassar is not in Indonesia.,0,Makassar,Indonesia,Indonesia,False,True,True
Bob: The city of Makassar is not in China.,1,Makassar,China,Indonesia,False,True,True
Bob: The city of Yekaterinburg is not in Russia.,0,Yekaterinburg,Russia,Russia,False,True,True
Bob: The city of Dammam is not in Saudi Arabia.,0,Dammam,Saudi Arabia,Saudi Arabia,False,True,True
